,age,gender,country,education,role,experience_prog,programming_lang_c,experience_ml,industry,company_size,team_size,salary
19311,22-24,Woman,USA,Master’s degree,Other,1-3 years,1,1-2 years,Accounting/Finance,0-49 employees,0,"50,000-59,999"
19312,35-39,Man,Canada,Bachelor’s degree,Data Scientist,1-3 years,3,Under 1 year,Accounting/Finance,"10,000 or more employees",20+,"50,000-59,999"
19313,35-39,Woman,Austria,Master’s degree,Data Scientist,3-5 years,3,1-2 years,Shipping/Transportation,"10,000 or more employees",20+,"60,000-69,999"
19314,30-34,Man,India,I prefer not to answer,Software Engineer,3-5 years,4,Under 1 year,,,,nan
19315,35-39,Man,Peru,Bachelor’s degree,Currently not employed,< 1 years,3,Under 1 year,,,,nan
19316,18-21,Man,Taiwan,Master’s degree,Machine Learning Engineer,1-3 years,4,Under 1 year,Computers/Technology,0-49 employees,1-2,"100,000-124,999"
19317,50-54,Man,Japan,High school,Software Engineer,10-20 years,2,2-3 years,Computers/Technology,50-249 employees,1-2,"60,000-69,999"
19318,18-21,Woman,Philippines,Bachelor’s degree,Student,1-3 years,2,No experience,,,,nan
19319,22-24,Man,China,Master’s degree,Student,1-3 years,1,,,,,nan
19320,35-39,Man,Japan,Master’s degree,Data Scientist,10-20 years,2,4-5 years,Online Service/Internet-based Services,250-999 employees,15-19,"90,000-99,999"
19321,22-24,Man,India,Some college no bachelor,Software Engineer,3-5 years,3,Under 1 year,Online Service/Internet-based Services,250-999 employees,1-2,"2,000-2,999"
19322,18-21,Man,Ukraine,Bachelor’s degree,Student,1-3 years,1,,,,,nan
19323,35-39,Woman,India,Master’s degree,Other,1-3 years,2,Under 1 year,Hospitality/Entertainment/Sports,0-49 employees,1-2,0-999
19324,40-44,Woman,Taiwan,I prefer not to answer,Other,< 1 years,1,Under 1 year,,,,nan
19325,25-29,Man,Indonesia,High school,Other,No experience,0,,Computers/Technology,250-999 employees,20+,"5,000-7,499"
19326,30-34,Man,South Africa,Bachelor’s degree,Product Manager,< 1 years,1,Under 1 year,Insurance/Risk Assessment,"1000-9,999 employees",5-9,"60,000-69,999"
19327,22-24,Woman,Sri Lanka,Bachelor’s degree,Student,< 1 years,1,Under 1 year,,,,nan
19328,45-49,Man,USA,Master’s degree,Research Scientist,10-20 years,3,Under 1 year,Non-profit/Service,0-49 employees,0,"3,000-3,999"
19329,25-29,Man,Canada,Bachelor’s degree,Data Analyst,1-3 years,2,No experience,Retail/Sales,"1000-9,999 employees",3-4,"50,000-59,999"
19330,40-44,Woman,USA,Doctoral degree,Data Scientist,3-5 years,3,3-4 years,Military/Security/Defense,"10,000 or more employees",20+,"100,000-124,999"
19331,18-21,Man,India,Bachelor’s degree,Student,< 1 years,3,Under 1 year,,,,nan
19332,30-34,Man,USA,Master’s degree,Data Scientist,5-10 years,3,4-5 years,Computers/Technology,"10,000 or more employees",20+,"150,000-199,999"
19333,60-69,Man,Japan,Master’s degree,Currently not employed,20+ years,1,No experience,,,,nan
19334,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,2,Under 1 year,Academics/Education,"1000-9,999 employees",5-9,"7,500-9,999"
19335,30-34,Man,Japan,Master’s degree,Data Scientist,3-5 years,3,5-10 years,Online Service/Internet-based Services,"10,000 or more employees",20+,"100,000-124,999"
19336,30-34,Woman,Other,I prefer not to answer,Machine Learning Engineer,No experience,0,,Computers/Technology,0-49 employees,0,0-999
19337,18-21,Man,India,Master’s degree,Student,1-3 years,1,Under 1 year,,,,nan
19338,18-21,Man,Ukraine,Master’s degree,Student,3-5 years,2,No experience,,,,nan
19339,22-24,Man,India,Master’s degree,Data Analyst,1-3 years,4,Under 1 year,Academics/Education,"1000-9,999 employees",20+,"7,500-9,999"
19340,30-34,Man,India,Master’s degree,Data Scientist,10-20 years,2,5-10 years,Shipping/Transportation,"10,000 or more employees",20+,"70,000-79,999"
19341,25-29,Man,Turkey,Master’s degree,Data Scientist,3-5 years,2,3-4 years,Accounting/Finance,"10,000 or more employees",20+,"2,000-2,999"
19342,55-59,Man,Netherlands,Doctoral degree,Other,10-20 years,4,No experience,Other,50-249 employees,3-4,"150,000-199,999"
19343,35-39,Man,Japan,Bachelor’s degree,Software Engineer,10-20 years,4,1-2 years,Academics/Education,50-249 employees,3-4,"40,000-49,999"
19344,60-69,Man,USA,Master’s degree,Other,No experience,0,,Computers/Technology,50-249 employees,0,0-999
19345,55-59,Man,Italy,High school,Program/Project Manager,5-10 years,1,Under 1 year,Accounting/Finance,0-49 employees,1-2,"40,000-49,999"
19346,30-34,Man,Argentina,Master’s degree,Data Scientist,3-5 years,3,3-4 years,Other,"1000-9,999 employees",20+,"80,000-89,999"
19347,22-24,Man,Bangladesh,Bachelor’s degree,Machine Learning Engineer,< 1 years,2,1-2 years,Shipping/Transportation,0-49 employees,1-2,0-999
19348,25-29,Woman,USA,Master’s degree,Machine Learning Engineer,5-10 years,4,5-10 years,Manufacturing/Fabrication,250-999 employees,5-9,"150,000-199,999"
19349,18-21,Man,Australia,Bachelor’s degree,Student,3-5 years,2,1-2 years,,,,nan
19350,45-49,Woman,India,Professional doctorate,Other,20+ years,3,5-10 years,Academics/Education,250-999 employees,20+,"1,000-1,999"
19351,35-39,Man,USA,Bachelor’s degree,Data Analyst,< 1 years,2,No experience,Academics/Education,,,nan
19352,22-24,Man,Nigeria,Master’s degree,Research Scientist,1-3 years,1,Under 1 year,Other,0-49 employees,0,0-999
19353,50-54,Man,Australia,Professional doctorate,Other,< 1 years,1,No experience,Medical/Pharmaceutical,"10,000 or more employees",1-2,"500,000-999,999"
19354,22-24,Man,Other,Master’s degree,Student,< 1 years,3,No experience,,,,nan
19355,25-29,Woman,USA,Professional doctorate,Research Scientist,< 1 years,2,No experience,Academics/Education,"10,000 or more employees",0,"50,000-59,999"
19356,22-24,Other,Other,Some college no bachelor,DBA/Database Engineer,< 1 years,1,Under 1 year,Academics/Education,0-49 employees,1-2,nan
19357,25-29,Man,Australia,Master’s degree,Data Scientist,5-10 years,4,Under 1 year,Computers/Technology,"1000-9,999 employees",20+,"100,000-124,999"
19358,22-24,Man,Canada,Some college no bachelor,Software Engineer,3-5 years,1,2-3 years,Computers/Technology,0-49 employees,1-2,0-999
19359,50-54,Man,Portugal,Doctoral degree,Software Engineer,20+ years,7,3-4 years,Computers/Technology,50-249 employees,1-2,"3,000-3,999"
19360,22-24,Man,India,Bachelor’s degree,Data Engineer,< 1 years,3,Under 1 year,Computers/Technology,"10,000 or more employees",20+,"5,000-7,499"
19361,30-34,Man,Other,Doctoral degree,Research Scientist,< 1 years,2,No experience,Academics/Education,50-249 employees,0,"10,000-14,999"
19362,25-29,Man,Ethiopia,Master’s degree,Software Engineer,1-3 years,6,Under 1 year,Government/Public Service,0-49 employees,1-2,"1,000-1,999"
19363,45-49,Man,South Korea,Master’s degree,Other,1-3 years,1,2-3 years,Insurance/Risk Assessment,"1000-9,999 employees",20+,"90,000-99,999"
19364,22-24,Man,Germany,Bachelor’s degree,Student,1-3 years,2,1-2 years,,,,nan
19365,40-44,Man,Japan,Bachelor’s degree,Program/Project Manager,1-3 years,2,Under 1 year,Manufacturing/Fabrication,"10,000 or more employees",3-4,"7,500-9,999"
19366,18-21,Man,Hong Kong,Bachelor’s degree,Student,< 1 years,3,Under 1 year,,,,nan
19367,22-24,Man,Indonesia,Bachelor’s degree,Currently not employed,< 1 years,2,Under 1 year,,,,nan
19368,60-69,Man,Pakistan,Doctoral degree,Research Scientist,1-3 years,2,20 or more years,Other,50-249 employees,1-2,"10,000-14,999"
19369,18-21,Man,India,Bachelor’s degree,Student,< 1 years,3,No experience,,,,nan
19370,25-29,Woman,Taiwan,Master’s degree,Business Analyst,3-5 years,1,,,,,nan
19371,40-44,Man,Australia,Master’s degree,Software Engineer,10-20 years,5,4-5 years,Computers/Technology,0-49 employees,1-2,0-999
19372,40-44,Woman,USA,Doctoral degree,Research Scientist,5-10 years,4,No experience,Academics/Education,"10,000 or more employees",0,0-999
19373,22-24,Woman,Other,Bachelor’s degree,Software Engineer,1-3 years,2,Under 1 year,Computers/Technology,0-49 employees,1-2,nan
19374,25-29,Man,Israel,Bachelor’s degree,Student,< 1 years,1,Under 1 year,,,,nan
19375,45-49,Man,India,Master’s degree,Software Engineer,5-10 years,4,Under 1 year,Computers/Technology,50-249 employees,5-9,"25,000-29,999"
19376,22-24,Man,India,Bachelor’s degree,Student,1-3 years,3,Under 1 year,,,,nan
19377,30-34,Man,Saudi Arabia,Doctoral degree,Other,5-10 years,4,3-4 years,Academics/Education,"1000-9,999 employees",10-14,"4,000-4,999"
19378,22-24,Woman,Sri Lanka,Bachelor’s degree,Student,< 1 years,1,Under 1 year,,,,nan
19379,25-29,Man,Spain,Master’s degree,Data Scientist,1-3 years,5,3-4 years,Other,250-999 employees,15-19,"40,000-49,999"
19380,25-29,Woman,India,Master’s degree,Data Scientist,3-5 years,4,3-4 years,Academics/Education,50-249 employees,3-4,"1,000-1,999"
19381,60-69,Man,USA,Doctoral degree,Research Scientist,10-20 years,5,10-20 years,Academics/Education,"1000-9,999 employees",5-9,"80,000-89,999"
19382,30-34,Man,Argentina,Master’s degree,Data Analyst,< 1 years,2,No experience,Government/Public Service,250-999 employees,5-9,0-999
19383,22-24,Man,Pakistan,Bachelor’s degree,Machine Learning Engineer,No experience,0,,Computers/Technology,0-49 employees,1-2,0-999
19384,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,1,No experience,,,,nan
19385,35-39,Man,Belgium,Doctoral degree,Research Scientist,5-10 years,4,2-3 years,Academics/Education,0-49 employees,1-2,"2,000-2,999"
19386,25-29,Woman,Pakistan,Doctoral degree,Other,3-5 years,7,2-3 years,Academics/Education,250-999 employees,5-9,0-999
19387,30-34,Man,Indonesia,High school,Data Engineer,< 1 years,2,Under 1 year,Computers/Technology,0-49 employees,1-2,0-999
19388,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,6,Under 1 year,,,,nan
19389,18-21,Man,India,Bachelor’s degree,Student,1-3 years,3,1-2 years,,,,nan
19390,25-29,Woman,Italy,Master’s degree,Data Engineer,3-5 years,3,1-2 years,Medical/Pharmaceutical,0-49 employees,10-14,"30,000-39,999"
19391,22-24,Man,India,Bachelor’s degree,Student,< 1 years,1,No experience,,,,nan
19392,35-39,Man,Japan,Bachelor’s degree,Other,5-10 years,5,1-2 years,Academics/Education,250-999 employees,0,0-999
19393,25-29,Man,France,Doctoral degree,Data Scientist,3-5 years,2,1-2 years,Medical/Pharmaceutical,"1000-9,999 employees",3-4,"40,000-49,999"
19394,40-44,Woman,Other,Master’s degree,Student,1-3 years,3,Under 1 year,,,,nan
19395,35-39,Man,USA,Doctoral degree,Statistician,10-20 years,1,10-20 years,Government/Public Service,"10,000 or more employees",1-2,"100,000-124,999"
19396,25-29,Man,USA,Doctoral degree,Student,3-5 years,2,3-4 years,,,,nan
19397,40-44,Man,Malaysia,Master’s degree,Data Scientist,10-20 years,4,10-20 years,Marketing/CRM,"10,000 or more employees",20+,"125,000-149,999"
19398,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years,2,Under 1 year,Academics/Education,"1000-9,999 employees",5-9,0-999
19399,30-34,Woman,Netherlands,Master’s degree,Business Analyst,5-10 years,2,Under 1 year,Retail/Sales,50-249 employees,20+,"30,000-39,999"
19400,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,3,Under 1 year,,,,nan
19401,25-29,Man,India,Master’s degree,Student,< 1 years,3,Under 1 year,,,,nan
19402,25-29,Man,India,Bachelor’s degree,Other,< 1 years,1,No experience,Academics/Education,250-999 employees,0,"2,000-2,999"
19403,25-29,Man,India,Master’s degree,Student,< 1 years,2,1-2 years,,,,nan
19404,25-29,Woman,Mexico,Some college no bachelor,Student,1-3 years,1,Under 1 year,,,,nan
19405,30-34,Woman,India,Doctoral degree,Research Scientist,< 1 years,3,Under 1 year,Academics/Education,0-49 employees,1-2,0-999
19406,22-24,Other,India,Bachelor’s degree,Student,< 1 years,3,Under 1 year,,,,nan
19407,18-21,Man,Indonesia,Bachelor’s degree,Data Scientist,1-3 years,2,Under 1 year,Computers/Technology,250-999 employees,3-4,"2,000-2,999"
19408,22-24,Man,Italy,Master’s degree,Student,5-10 years,2,1-2 years,,,,nan
19409,30-34,Man,India,Master’s degree,Business Analyst,3-5 years,2,Under 1 year,Accounting/Finance,"10,000 or more employees",20+,"30,000-39,999"
19410,25-29,Man,France,Master’s degree,Software Engineer,1-3 years,1,Under 1 year,Computers/Technology,"1000-9,999 employees",1-2,"30,000-39,999"
19411,35-39,Woman,Other,Master’s degree,Machine Learning Engineer,< 1 years,2,Under 1 year,Online Service/Internet-based Services,0-49 employees,1-2,0-999
19412,45-49,Man,UK,Master’s degree,Currently not employed,3-5 years,2,1-2 years,,,,nan
19413,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,2,Under 1 year,,,,nan
19414,35-39,Other,China,Bachelor’s degree,Data Scientist,10-20 years,3,5-10 years,Online Service/Internet-based Services,250-999 employees,3-4,"150,000-199,999"
19415,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,2,Under 1 year,,,,nan
19416,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,2,1-2 years,Academics/Education,0-49 employees,0,0-999
19417,40-44,Woman,Argentina,Master’s degree,Other,No experience,0,,Government/Public Service,"10,000 or more employees",20+,"15,000-19,999"
19418,30-34,Man,Morocco,Doctoral degree,Other,10-20 years,3,4-5 years,Academics/Education,"10,000 or more employees",0,"10,000-14,999"
19419,35-39,Man,Russia,Master’s degree,Other,10-20 years,4,4-5 years,Accounting/Finance,0-49 employees,1-2,"60,000-69,999"
19420,22-24,Man,Iraq,Bachelor’s degree,Machine Learning Engineer,1-3 years,2,2-3 years,Computers/Technology,0-49 employees,1-2,0-999
19421,40-44,Man,Netherlands,Doctoral degree,Research Scientist,10-20 years,3,5-10 years,Academics/Education,"10,000 or more employees",20+,"100,000-124,999"
19422,45-49,Man,Other,Master’s degree,Program/Project Manager,20+ years,7,1-2 years,Accounting/Finance,"10,000 or more employees",3-4,"2,000-2,999"
19423,18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 years,3,No experience,Computers/Technology,"10,000 or more employees",20+,"50,000-59,999"
19424,25-29,Man,France,Doctoral degree,Student,1-3 years,1,1-2 years,,,,nan
19425,18-21,Man,UK,Master’s degree,Currently not employed,< 1 years,2,,,,,nan
19426,40-44,Man,UK,Master’s degree,Data Analyst,No experience,0,,Hospitality/Entertainment/Sports,"10,000 or more employees",20+,0-999
19427,22-24,Man,Algeria,Master’s degree,Student,1-3 years,3,Under 1 year,,,,nan
19428,55-59,Man,Germany,Master’s degree,Other,20+ years,3,1-2 years,Computers/Technology,0-49 employees,3-4,"100,000-124,999"
19429,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,1-3 years,4,1-2 years,Computers/Technology,50-249 employees,3-4,"2,000-2,999"
19430,18-21,Woman,India,Bachelor’s degree,Software Engineer,< 1 years,5,Under 1 year,Academics/Education,"1000-9,999 employees",1-2,nan
19431,22-24,Man,Other,Bachelor’s degree,Student,1-3 years,2,Under 1 year,,,,nan
19432,50-54,Woman,Argentina,Bachelor’s degree,Currently not employed,< 1 years,1,Under 1 year,,,,nan
19433,18-21,Man,China,Some college no bachelor,Student,< 1 years,2,Under 1 year,,,,nan
19434,18-21,Man,Ukraine,Some college no bachelor,Student,1-3 years,1,Under 1 year,,,,nan
19435,18-21,Man,India,Bachelor’s degree,Student,< 1 years,2,,,,,nan
19436,25-29,Man,India,Master’s degree,Data Scientist,< 1 years,1,Under 1 year,Accounting/Finance,0-49 employees,5-9,0-999
19437,35-39,Man,India,Master’s degree,Software Engineer,10-20 years,2,1-2 years,Shipping/Transportation,50-249 employees,5-9,"10,000-14,999"
19438,25-29,Man,Singapore,Bachelor’s degree,Software Engineer,1-3 years,3,No experience,Computers/Technology,"10,000 or more employees",20+,"50,000-59,999"
19439,50-54,Woman,Mexico,Bachelor’s degree,Currently not employed,1-3 years,3,No experience,,,,nan
19440,30-34,Woman,India,Professional doctorate,Data Analyst,5-10 years,3,No experience,Other,50-249 employees,20+,"10,000-14,999"
19441,40-44,Man,Malaysia,Doctoral degree,Research Scientist,20+ years,1,Under 1 year,Academics/Education,"1000-9,999 employees",10-14,"20,000-24,999"
19442,35-39,Man,Japan,Master’s degree,Other,< 1 years,1,Under 1 year,Manufacturing/Fabrication,50-249 employees,0,"30,000-39,999"
19443,18-21,Woman,India,Master’s degree,Student,3-5 years,7,1-2 years,,,,nan
19444,22-24,Man,India,I prefer not to answer,Data Analyst,< 1 years,2,1-2 years,Medical/Pharmaceutical,50-249 employees,0,"2,000-2,999"
19445,40-44,Man,Indonesia,Master’s degree,Other,1-3 years,3,2-3 years,Academics/Education,250-999 employees,5-9,"5,000-7,499"
19446,55-59,Man,India,Bachelor’s degree,Data Scientist,20+ years,3,5-10 years,Computers/Technology,0-49 employees,1-2,"15,000-19,999"
19447,60-69,Man,USA,Master’s degree,Other,20+ years,1,No experience,Academics/Education,"1000-9,999 employees",0,"30,000-39,999"
19448,25-29,Man,India,Master’s degree,Data Analyst,3-5 years,2,Under 1 year,Computers/Technology,"1000-9,999 employees",20+,"15,000-19,999"
19449,55-59,Man,USA,Doctoral degree,Research Scientist,20+ years,4,5-10 years,Military/Security/Defense,250-999 employees,10-14,0-999
19450,18-21,Woman,Other,High school,Currently not employed,< 1 years,1,Under 1 year,,,,nan
19451,18-21,Man,Other,Bachelor’s degree,Machine Learning Engineer,10-20 years,3,5-10 years,Government/Public Service,0-49 employees,1-2,"60,000-69,999"
19452,22-24,Woman,India,Master’s degree,Data Engineer,5-10 years,6,No experience,Other,0-49 employees,0,0-999
19453,35-39,Man,Canada,Doctoral degree,Research Scientist,5-10 years,4,2-3 years,Academics/Education,"1000-9,999 employees",20+,nan
19454,40-44,Woman,Argentina,Master’s degree,Data Scientist,10-20 years,3,2-3 years,Computers/Technology,0-49 employees,3-4,"15,000-19,999"
19455,18-21,Man,India,Bachelor’s degree,Student,1-3 years,4,1-2 years,,,,nan
19456,40-44,Man,Other,Master’s degree,Data Analyst,5-10 years,3,1-2 years,Computers/Technology,50-249 employees,3-4,"70,000-79,999"
19457,22-24,Man,China,Master’s degree,Data Scientist,1-3 years,2,,,,,nan
19458,25-29,Man,Kazakhstan,Master’s degree,Currently not employed,< 1 years,1,No experience,,,,nan
19459,55-59,Woman,USA,Bachelor’s degree,Program/Project Manager,No experience,0,,Marketing/CRM,0-49 employees,3-4,"50,000-59,999"
19460,50-54,Man,Ukraine,Master’s degree,Machine Learning Engineer,1-3 years,1,2-3 years,Shipping/Transportation,0-49 employees,3-4,"70,000-79,999"
19461,22-24,Woman,USA,Bachelor’s degree,Product Manager,< 1 years,2,Under 1 year,Marketing/CRM,250-999 employees,20+,"125,000-149,999"
19462,40-44,Man,Brazil,Master’s degree,Other,< 1 years,3,1-2 years,Accounting/Finance,"10,000 or more employees",20+,"2,000-2,999"
