,age,gender,country,education,experience_prog,programming_lang_c,experience_ml,industry,team_size_g,salary_avg,role_group
12414,40-44,Woman,UK,Bachelor’s degree,10-20 years,2,No experience,Computers/Technology,No team,85000.0,Other
12418,30-34,Man,France,Master’s degree,3-5 years,2,1-2 years,Online Service/Internet-based Services,Small,2500.0,Data Scientist
12426,22-24,Man,Russia,Bachelor’s degree,1-3 years,1,Under 1 year,Academics/Education,Small,8750.0,Data Engineer
12427,35-39,Man,Switzerland,Professional doctorate,10-20 years,3,3-4 years,Medical/Pharmaceutical,Small,112500.0,Data Engineer
12428,45-49,Woman,Portugal,Doctoral degree,< 1 years,1,No experience,Government/Public Service,Medium,17500.0,Data Scientist
12446,40-44,Man,UK,Bachelor’s degree,1-3 years,2,Under 1 year,Accounting/Finance,Small,45000.0,Data Engineer
12458,22-24,Man,Russia,Bachelor’s degree,3-5 years,2,Under 1 year,Other,No team,500.0,Data Engineer
12460,18-21,Man,Austria,Bachelor’s degree,1-3 years,3,Under 1 year,Marketing/CRM,Small,500.0,Other
12466,30-34,Man,UK,Master’s degree,5-10 years,2,1-2 years,Academics/Education,Small,45000.0,Other
12467,35-39,Man,UK,Doctoral degree,5-10 years,2,5-10 years,Energy/Mining,Large,112500.0,Data Scientist
12469,40-44,Woman,Spain,Master’s degree,5-10 years,2,5-10 years,Online Business/Internet-based Sales,Small,35000.0,Data Scientist
12481,30-34,Man,Russia,Bachelor’s degree,< 1 years,2,No experience,Accounting/Finance,Small,1500.0,Data Scientist
12485,22-24,Man,Poland,Some college,1-3 years,1,1-2 years,Computers/Technology,Large,17500.0,Data Scientist
12493,30-34,Man,France,Master’s degree,5-10 years,1,5-10 years,Manufacturing/Fabrication,Medium,55000.0,Data Engineer
12496,25-29,Man,Germany,Master’s degree,5-10 years,3,3-4 years,Insurance/Risk Assessment,Small,85000.0,Data Engineer
12499,30-34,Man,Italy,Doctoral degree,3-5 years,1,Under 1 year,Manufacturing/Fabrication,No team,35000.0,Data Scientist
12505,45-49,Man,Poland,Master’s degree,5-10 years,4,5-10 years,Medical/Pharmaceutical,Small,35000.0,Data Analyst
12511,30-34,Man,Poland,Doctoral degree,1-3 years,2,Under 1 year,Academics/Education,No team,17500.0,Data Scientist
12532,45-49,Man,France,Master’s degree,10-20 years,1,5-10 years,Computers/Technology,Small,65000.0,Data Scientist
12545,25-29,Man,UK,Master’s degree,5-10 years,1,2-3 years,Academics/Education,Small,55000.0,Other
12550,45-49,Man,Italy,High school,3-5 years,3,1-2 years,Online Service/Internet-based Services,Small,22500.0,Data Analyst
12568,30-34,Man,Ukraine,Master’s degree,1-3 years,2,1-2 years,Accounting/Finance,Large,45000.0,Data Scientist
12572,55-59,Man,Ireland,Doctoral degree,3-5 years,4,5-10 years,Academics/Education,Large,45000.0,Data Scientist
12576,22-24,Man,UK,Master’s degree,3-5 years,3,1-2 years,Government/Public Service,Small,12500.0,Data Engineer
12581,25-29,Man,Spain,Master’s degree,1-3 years,2,Under 1 year,Online Business/Internet-based Sales,Medium,3500.0,Data Scientist
12585,55-59,Man,Romania,Bachelor’s degree,20+ years,2,No experience,Computers/Technology,Large,22500.0,Data Engineer
12592,55-59,Other,Spain,Doctoral degree,1-3 years,4,2-3 years,Manufacturing/Fabrication,Small,75000.0,Data Analyst
12604,30-34,Woman,Austria,Master’s degree,5-10 years,3,4-5 years,Academics/Education,Large,55000.0,Data Scientist
12607,50-54,Man,Italy,Master’s degree,3-5 years,1,Under 1 year,Government/Public Service,Large,65000.0,Other
12609,55-59,Man,Netherlands,Master’s degree,1-3 years,3,Under 1 year,Government/Public Service,Large,75000.0,Data Analyst
12614,45-49,Man,Greece,Doctoral degree,5-10 years,2,5-10 years,Energy/Mining,Large,27500.0,Data Scientist
12617,25-29,Man,Portugal,Master’s degree,1-3 years,2,Under 1 year,Academics/Education,Small,1500.0,Data Analyst
12626,30-34,Man,UK,Bachelor’s degree,1-3 years,2,Under 1 year,Manufacturing/Fabrication,Small,45000.0,Other
12635,30-34,Woman,Russia,Master’s degree,1-3 years,2,1-2 years,Academics/Education,Small,8750.0,Data Scientist
12638,25-29,Man,Germany,Master’s degree,1-3 years,3,1-2 years,Academics/Education,Medium,65000.0,Data Engineer
12639,35-39,Man,UK,Bachelor’s degree,< 1 years,1,Under 1 year,Medical/Pharmaceutical,Medium,45000.0,Data Analyst
12640,35-39,Man,Germany,Professional doctorate,5-10 years,1,5-10 years,Medical/Pharmaceutical,Small,75000.0,Data Scientist
12657,25-29,Woman,Spain,Doctoral degree,5-10 years,2,1-2 years,Academics/Education,Small,500.0,Data Scientist
12671,25-29,Woman,France,Master’s degree,3-5 years,4,Under 1 year,Computers/Technology,Small,500.0,Data Engineer
12674,30-34,Man,UK,Doctoral degree,10-20 years,2,3-4 years,Marketing/CRM,Large,75000.0,Data Analyst
12676,35-39,Man,UK,Bachelor’s degree,< 1 years,3,No experience,Other,Medium,35000.0,Other
12677,50-54,Man,Ireland,Doctoral degree,10-20 years,1,4-5 years,Computers/Technology,Small,4500.0,Data Engineer
12680,45-49,Man,UK,Master’s degree,10-20 years,4,4-5 years,Broadcasting/Communications,Large,137500.0,Data Scientist
12682,30-34,Woman,Germany,Master’s degree,5-10 years,3,5-10 years,Medical/Pharmaceutical,Large,95000.0,Data Analyst
12687,35-39,Man,Poland,Master’s degree,10-20 years,3,5-10 years,Marketing/CRM,Large,35000.0,Data Scientist
12701,22-24,Man,Ukraine,Master’s degree,< 1 years,2,Under 1 year,Broadcasting/Communications,Medium,1500.0,Data Analyst
12708,50-54,Man,Spain,Master’s degree,20+ years,3,3-4 years,Academics/Education,Small,45000.0,Other
12712,35-39,Man,Denmark,Doctoral degree,10-20 years,2,5-10 years,Shipping/Transportation,Large,112500.0,Data Scientist
12717,30-34,Man,Czech Republic,Master’s degree,10-20 years,2,4-5 years,Online Service/Internet-based Services,Medium,45000.0,Data Engineer
12718,45-49,Man,Greece,Master’s degree,3-5 years,3,Under 1 year,Academics/Education,No team,12500.0,Other
12739,18-21,Man,Russia,Bachelor’s degree,< 1 years,1,Under 1 year,Non-profit/Service,Small,500.0,Data Analyst
12744,30-34,Man,Ukraine,Doctoral degree,3-5 years,1,4-5 years,Energy/Mining,Large,27500.0,Data Scientist
12745,50-54,Man,Spain,Master’s degree,3-5 years,1,2-3 years,Accounting/Finance,Large,500.0,Data Analyst
12750,30-34,Man,Sweden,Master’s degree,3-5 years,2,Under 1 year,Online Business/Internet-based Sales,Large,65000.0,Data Analyst
12754,30-34,Man,Netherlands,Doctoral degree,10-20 years,4,5-10 years,Government/Public Service,Large,45000.0,Data Scientist
12757,45-49,Man,France,Master’s degree,10-20 years,2,Under 1 year,Academics/Education,Small,55000.0,Data Analyst
12760,30-34,Woman,Russia,I prefer not to answer,1-3 years,2,Under 1 year,Other,Small,8750.0,Data Analyst
12761,45-49,Man,Germany,Doctoral degree,20+ years,2,2-3 years,Medical/Pharmaceutical,Small,137500.0,Other
12764,45-49,Man,Spain,Master’s degree,20+ years,3,Under 1 year,Accounting/Finance,Large,45000.0,Data Analyst
12768,35-39,Man,Russia,Master’s degree,10-20 years,2,5-10 years,Academics/Education,Large,35000.0,Data Scientist
12777,30-34,Woman,Greece,Doctoral degree,10-20 years,1,2-3 years,Academics/Education,Medium,17500.0,Data Scientist
12778,40-44,Man,Italy,Master’s degree,3-5 years,3,3-4 years,Shipping/Transportation,Small,85000.0,Data Analyst
12779,25-29,Man,Russia,Master’s degree,3-5 years,3,Under 1 year,Computers/Technology,No team,27500.0,Data Engineer
12800,40-44,Man,Germany,Master’s degree,< 1 years,1,Under 1 year,Other,No team,55000.0,Other
12803,22-24,Man,UK,Master’s degree,3-5 years,3,3-4 years,Academics/Education,Large,12500.0,Data Engineer
12808,30-34,Woman,UK,Master’s degree,10-20 years,2,5-10 years,Retail/Sales,Small,75000.0,Data Analyst
12811,30-34,Man,Switzerland,Master’s degree,10-20 years,2,4-5 years,Computers/Technology,Medium,137500.0,Data Engineer
12824,35-39,Woman,Ukraine,Doctoral degree,1-3 years,4,Under 1 year,Academics/Education,Small,500.0,Data Scientist
12830,22-24,Man,Russia,Bachelor’s degree,3-5 years,3,2-3 years,Accounting/Finance,Small,22500.0,Data Analyst
12832,30-34,Man,Netherlands,Bachelor’s degree,5-10 years,2,3-4 years,Retail/Sales,Small,112500.0,Data Scientist
12838,25-29,Man,Russia,Master’s degree,1-3 years,1,No experience,Manufacturing/Fabrication,No team,500.0,Data Scientist
12839,35-39,Woman,UK,Master’s degree,< 1 years,2,Under 1 year,Manufacturing/Fabrication,Small,500.0,Data Scientist
12842,35-39,Man,UK,Master’s degree,5-10 years,2,5-10 years,Accounting/Finance,Large,95000.0,Data Scientist
12850,30-34,Woman,Russia,Doctoral degree,1-3 years,2,3-4 years,Online Service/Internet-based Services,Small,35000.0,Data Analyst
12851,40-44,Man,UK,Bachelor’s degree,10-20 years,1,3-4 years,Government/Public Service,Small,500.0,Data Engineer
12852,25-29,Man,Russia,Bachelor’s degree,< 1 years,1,No experience,Manufacturing/Fabrication,No team,27500.0,Other
12854,50-54,Woman,UK,Doctoral degree,3-5 years,4,1-2 years,Academics/Education,Small,85000.0,Data Scientist
12855,45-49,Man,Poland,Master’s degree,20+ years,4,5-10 years,Online Service/Internet-based Services,Small,27500.0,Data Engineer
12865,25-29,Man,France,Master’s degree,1-3 years,1,1-2 years,Computers/Technology,Small,45000.0,Data Scientist
12866,25-29,Man,Italy,Master’s degree,3-5 years,3,2-3 years,Academics/Education,Large,500.0,Data Engineer
12876,30-34,Man,Spain,Master’s degree,5-10 years,3,5-10 years,Retail/Sales,Large,112500.0,Data Scientist
12877,35-39,Woman,Switzerland,Master’s degree,< 1 years,3,Under 1 year,Computers/Technology,Small,75000.0,Data Engineer
12878,25-29,Man,Russia,Doctoral degree,1-3 years,3,No experience,Academics/Education,Small,500.0,Data Analyst
12897,45-49,Man,UK,Master’s degree,1-3 years,3,2-3 years,Government/Public Service,Large,55000.0,Data Scientist
12904,30-34,Man,Spain,Master’s degree,10-20 years,4,2-3 years,Accounting/Finance,Small,85000.0,Data Analyst
12911,40-44,Woman,Netherlands,Some college,< 1 years,2,Under 1 year,Broadcasting/Communications,Small,55000.0,Data Analyst
12914,22-24,Man,Russia,Master’s degree,5-10 years,1,4-5 years,Accounting/Finance,Small,55000.0,Data Engineer
12916,40-44,Man,Spain,Doctoral degree,5-10 years,3,3-4 years,Broadcasting/Communications,Large,55000.0,Data Analyst
12929,50-54,Man,Russia,Bachelor’s degree,20+ years,3,No experience,Computers/Technology,No team,35000.0,Other
12944,25-29,Woman,Poland,Master’s degree,5-10 years,2,3-4 years,Manufacturing/Fabrication,Small,45000.0,Data Analyst
12945,25-29,Man,Italy,Bachelor’s degree,< 1 years,1,No experience,Computers/Technology,Large,55000.0,Data Analyst
12946,22-24,Man,France,Master’s degree,3-5 years,1,1-2 years,Other,Small,1500.0,Data Engineer
12964,25-29,Man,UK,Doctoral degree,5-10 years,3,4-5 years,Medical/Pharmaceutical,Small,65000.0,Data Scientist
12968,45-49,Man,Belarus,High school,20+ years,3,Under 1 year,Broadcasting/Communications,Large,500.0,Data Analyst
12970,22-24,Man,France,Master’s degree,< 1 years,1,1-2 years,Government/Public Service,Small,22500.0,Data Scientist
12977,25-29,Man,Russia,Master’s degree,< 1 years,2,Under 1 year,Academics/Education,Small,4500.0,Other
12978,30-34,Man,UK,Master’s degree,10-20 years,2,5-10 years,Accounting/Finance,Small,75000.0,Data Scientist
12985,40-44,Man,UK,Doctoral degree,10-20 years,4,1-2 years,Broadcasting/Communications,Small,95000.0,Data Engineer
12986,25-29,Man,Portugal,Doctoral degree,5-10 years,1,5-10 years,Academics/Education,Small,17500.0,Data Scientist
12989,45-49,Man,Spain,Doctoral degree,20+ years,3,5-10 years,Academics/Education,Small,55000.0,Data Scientist
12998,22-24,Man,Russia,Bachelor’s degree,1-3 years,4,No experience,Computers/Technology,Medium,3500.0,Other
13007,22-24,Man,Russia,Master’s degree,5-10 years,1,2-3 years,Other,No team,500.0,Data Scientist
13011,45-49,Man,Greece,Bachelor’s degree,10-20 years,2,3-4 years,Academics/Education,Small,55000.0,Data Analyst
13014,50-54,Woman,Italy,Doctoral degree,10-20 years,2,2-3 years,Academics/Education,Medium,65000.0,Data Scientist
13016,22-24,Man,Russia,Master’s degree,< 1 years,2,No experience,Manufacturing/Fabrication,Small,500.0,Data Analyst
13025,25-29,Woman,Ukraine,I prefer not to answer,1-3 years,1,No experience,Accounting/Finance,Small,12500.0,Data Analyst
13031,18-21,Man,Russia,Master’s degree,1-3 years,2,1-2 years,Computers/Technology,Large,4500.0,Data Engineer
13035,40-44,Other,UK,Doctoral degree,5-10 years,3,5-10 years,Broadcasting/Communications,Large,112500.0,Data Scientist
13043,25-29,Man,Poland,Master’s degree,< 1 years,1,Under 1 year,Manufacturing/Fabrication,Small,500.0,Data Scientist
13045,30-34,Man,Germany,Doctoral degree,5-10 years,3,Under 1 year,Academics/Education,No team,85000.0,Data Scientist
13047,45-49,Man,Poland,Master’s degree,10-20 years,1,Under 1 year,Computers/Technology,Small,1500.0,Data Analyst
13054,25-29,Man,Netherlands,Master’s degree,< 1 years,4,Under 1 year,Energy/Mining,Small,500.0,Other
13063,30-34,Man,Russia,High school,< 1 years,2,No experience,Manufacturing/Fabrication,No team,2500.0,Data Analyst
13064,45-49,Man,Portugal,Doctoral degree,5-10 years,1,3-4 years,Academics/Education,Small,95000.0,Data Engineer
13070,22-24,Man,Romania,Master’s degree,1-3 years,2,Under 1 year,Computers/Technology,Small,1500.0,Data Scientist
13075,50-54,Man,Portugal,Professional doctorate,10-20 years,4,Under 1 year,Medical/Pharmaceutical,Small,45000.0,Data Analyst
13076,30-34,Man,Belgium,Master’s degree,5-10 years,2,3-4 years,Manufacturing/Fabrication,Small,95000.0,Data Engineer
13091,40-44,Woman,UK,Bachelor’s degree,< 1 years,1,No experience,Medical/Pharmaceutical,Small,27500.0,Other
13106,25-29,Man,Russia,Master’s degree,1-3 years,3,1-2 years,Medical/Pharmaceutical,Small,1500.0,Data Engineer
13112,22-24,Man,Greece,Bachelor’s degree,3-5 years,4,2-3 years,Academics/Education,Large,12500.0,Data Engineer
13128,30-34,Woman,Russia,Master’s degree,< 1 years,1,Under 1 year,Retail/Sales,No team,500.0,Other
13129,40-44,Man,Italy,Master’s degree,3-5 years,3,2-3 years,Hospitality/Entertainment/Sports,Small,27500.0,Data Scientist
13132,25-29,Man,France,Master’s degree,3-5 years,2,4-5 years,Computers/Technology,Large,6250.0,Data Scientist
13135,30-34,Man,Ukraine,Master’s degree,< 1 years,1,Under 1 year,Marketing/CRM,No team,500.0,Data Analyst
13149,30-34,Woman,Russia,Master’s degree,< 1 years,1,Under 1 year,Non-profit/Service,Small,500.0,Data Scientist
13150,40-44,Woman,Russia,High school,10-20 years,2,Under 1 year,Accounting/Finance,No team,65000.0,Data Analyst
13156,40-44,Man,Spain,Master’s degree,20+ years,2,4-5 years,Computers/Technology,Large,55000.0,Data Engineer
13158,22-24,Man,Russia,Master’s degree,5-10 years,2,2-3 years,Computers/Technology,No team,17500.0,Data Engineer
13163,35-39,Man,Germany,Doctoral degree,5-10 years,2,3-4 years,Academics/Education,Small,65000.0,Data Scientist
13176,40-44,Woman,France,Doctoral degree,10-20 years,3,10-20 years,Academics/Education,Small,45000.0,Data Analyst
13181,35-39,Man,Germany,Master’s degree,10-20 years,1,1-2 years,Medical/Pharmaceutical,Large,137500.0,Data Scientist
13182,25-29,Man,Russia,Master’s degree,< 1 years,2,Under 1 year,Accounting/Finance,Small,12500.0,Data Analyst
13183,35-39,Man,Spain,Some college,1-3 years,2,2-3 years,Accounting/Finance,No team,17500.0,Data Analyst
13189,25-29,Woman,Poland,Master’s degree,5-10 years,3,5-10 years,Online Service/Internet-based Services,Small,27500.0,Data Scientist
13196,22-24,Man,Portugal,Master’s degree,3-5 years,1,2-3 years,Computers/Technology,Medium,27500.0,Data Engineer
13206,18-21,Man,Russia,Some college,1-3 years,2,2-3 years,Academics/Education,Large,1500.0,Data Scientist
13211,55-59,Man,Russia,Master’s degree,20+ years,3,20 or more years,Manufacturing/Fabrication,Medium,8750.0,Data Analyst
13213,22-24,Man,Russia,Master’s degree,< 1 years,2,Under 1 year,Retail/Sales,Small,8750.0,Data Analyst
13218,35-39,Man,Germany,Doctoral degree,1-3 years,2,No experience,Medical/Pharmaceutical,Large,55000.0,Data Scientist
13220,30-34,Man,Spain,Master’s degree,3-5 years,2,3-4 years,Medical/Pharmaceutical,Small,45000.0,Data Scientist
13223,30-34,Man,Russia,Master’s degree,10-20 years,2,1-2 years,Government/Public Service,Medium,22500.0,Data Engineer
13232,35-39,Man,Spain,Bachelor’s degree,< 1 years,1,No experience,Academics/Education,No team,500.0,Data Scientist
13238,22-24,Man,Germany,Bachelor’s degree,5-10 years,4,Under 1 year,Non-profit/Service,Small,3500.0,Other
13241,45-49,Man,Italy,Master’s degree,5-10 years,2,Under 1 year,Computers/Technology,Small,45000.0,Other
13248,18-21,Man,Russia,Bachelor’s degree,3-5 years,1,Under 1 year,Other,Small,65000.0,Data Engineer
13249,50-54,Man,UK,Master’s degree,20+ years,3,1-2 years,Computers/Technology,Small,500.0,Other
13252,50-54,Man,Russia,Bachelor’s degree,5-10 years,4,1-2 years,Marketing/CRM,Small,500.0,Data Analyst
13256,45-49,Man,Greece,Master’s degree,20+ years,1,2-3 years,Computers/Technology,Small,75000.0,Data Scientist
13261,40-44,Man,Germany,Bachelor’s degree,1-3 years,3,Under 1 year,Academics/Education,Small,2500.0,Data Engineer
13263,40-44,Man,Ukraine,Doctoral degree,5-10 years,2,1-2 years,Academics/Education,Small,8750.0,Other
13266,35-39,Man,France,Master’s degree,10-20 years,4,1-2 years,Energy/Mining,Large,75000.0,Data Engineer
13269,25-29,Man,Ireland,Master’s degree,1-3 years,2,2-3 years,Academics/Education,Small,17500.0,Data Scientist
13278,50-54,Man,Russia,Master’s degree,1-3 years,1,1-2 years,Manufacturing/Fabrication,Small,4500.0,Data Engineer
13279,30-34,Woman,UK,Doctoral degree,5-10 years,1,3-4 years,Government/Public Service,Large,55000.0,Data Scientist
13292,22-24,Woman,Denmark,Bachelor’s degree,5-10 years,4,Under 1 year,Academics/Education,Small,500.0,Data Engineer
13293,40-44,Woman,Netherlands,Bachelor’s degree,20+ years,1,2-3 years,Computers/Technology,Large,500.0,Data Engineer
13298,50-54,Man,Portugal,Bachelor’s degree,20+ years,3,10-20 years,Broadcasting/Communications,Medium,95000.0,Data Analyst
13306,25-29,Woman,Russia,Master’s degree,5-10 years,3,3-4 years,Computers/Technology,Small,2500.0,Data Analyst
13320,30-34,Man,UK,Master’s degree,5-10 years,2,No experience,Other,No team,112500.0,Other
13322,30-34,Man,Russia,Master’s degree,3-5 years,2,No experience,Insurance/Risk Assessment,Large,35000.0,Data Analyst
