,age,gender,country,education,experience_prog,programming_lang_c,experience_ml,industry,company_size_g,team_size_g,role_group,salary_avg
12315,40-44,Man,Romania,Master’s degree,20+ years,2,4-5 years,Accounting/Finance,Large,Small,Data Engineer,75000.0
12322,30-34,Man,Russia,Master’s degree,< 1 years,1,Under 1 year,Online Service/Internet-based Services,Medium,No team,Data Engineer,500.0
12328,30-34,Woman,Ukraine,Master’s degree,< 1 years,2,No experience,Accounting/Finance,Large,No team,Data Scientist,500.0
12329,40-44,Man,UK,Master’s degree,20+ years,2,No experience,Government/Public Service,Small,No team,Data Analyst,137500.0
12338,45-49,Woman,Czech Republic,Doctoral degree,10-20 years,1,4-5 years,Computers/Technology,Large,Large,Data Scientist,22500.0
12347,40-44,Man,Germany,Doctoral degree,10-20 years,2,5-10 years,Computers/Technology,Small,Small,Data Engineer,85000.0
12352,30-34,Man,Spain,I prefer not to answer,3-5 years,1,No experience,Computers/Technology,Large,Large,Data Engineer,39176.71626648631
12360,25-29,Man,Russia,Master’s degree,5-10 years,3,1-2 years,Online Business/Internet-based Sales,Large,Medium,Data Analyst,35000.0
12364,18-21,Man,Denmark,Bachelor’s degree,1-3 years,3,1-2 years,Shipping/Transportation,Medium,Small,Data Engineer,12500.0
12366,25-29,Man,Poland,Master’s degree,3-5 years,1,3-4 years,Marketing/CRM,Small,Small,Data Scientist,39176.71626648631
12381,45-49,Man,Austria,Master’s degree,5-10 years,4,2-3 years,Retail/Sales,Large,Small,Data Engineer,65000.0
12385,25-29,Woman,Germany,Master’s degree,1-3 years,3,Under 1 year,Computers/Technology,Large,Large,Data Engineer,55000.0
12401,30-34,Man,Russia,Master’s degree,5-10 years,4,3-4 years,Retail/Sales,Medium,Medium,Data Engineer,4500.0
12406,22-24,Man,UK,Bachelor’s degree,1-3 years,3,1-2 years,Accounting/Finance,Large,Large,Other,45000.0
12408,45-49,Man,Spain,Master’s degree,20+ years,1,Under 1 year,Computers/Technology,Medium,No team,Data Engineer,35000.0
12409,45-49,Other,Spain,Master’s degree,5-10 years,2,2-3 years,Computers/Technology,Large,Medium,Data Analyst,39176.71626648631
12411,30-34,Man,Russia,Doctoral degree,1-3 years,1,Under 1 year,Academics/Education,Large,Medium,Data Scientist,35000.0
12427,50-54,Man,Russia,Master’s degree,5-10 years,1,No experience,Computers/Technology,Small,No team,Data Scientist,500.0
12433,50-54,Man,Poland,Professional doctorate,20+ years,4,4-5 years,Government/Public Service,Large,Small,Data Scientist,27500.0
12442,55-59,Man,Sweden,Master’s degree,5-10 years,3,1-2 years,Military/Security/Defense,Large,Large,Data Scientist,75000.0
12446,35-39,Woman,Spain,Master’s degree,< 1 years,2,Under 1 year,Online Service/Internet-based Services,Medium,Small,Data Analyst,45000.0
12447,45-49,Woman,UK,Doctoral degree,20+ years,2,2-3 years,Computers/Technology,Large,Large,Data Scientist,137500.0
12450,45-49,Man,Italy,Master’s degree,1-3 years,1,Under 1 year,Other,Small,No team,Data Analyst,27500.0
12462,30-34,Man,Greece,Master’s degree,5-10 years,4,5-10 years,Retail/Sales,Large,Small,Data Scientist,35000.0
12467,25-29,Man,Russia,Master’s degree,< 1 years,1,No experience,Manufacturing/Fabrication,Medium,No team,Data Analyst,27500.0
12470,40-44,Man,Germany,I prefer not to answer,3-5 years,1,No experience,Manufacturing/Fabrication,Medium,No team,Other,45000.0
12472,35-39,Woman,UK,Doctoral degree,5-10 years,3,1-2 years,Academics/Education,Large,Large,Data Scientist,45000.0
12476,25-29,Woman,UK,Master’s degree,< 1 years,2,No experience,Academics/Education,Small,No team,Other,22500.0
12481,50-54,Man,France,Master’s degree,5-10 years,2,1-2 years,Insurance/Risk Assessment,Large,Large,Other,112500.0
12492,50-54,Man,Sweden,Doctoral degree,20+ years,2,5-10 years,Broadcasting/Communications,Large,Small,Data Scientist,112500.0
12494,35-39,Man,Germany,Doctoral degree,10-20 years,3,5-10 years,Energy/Mining,Large,Small,Data Scientist,112500.0
12502,30-34,Man,UK,Master’s degree,10-20 years,2,4-5 years,Computers/Technology,Small,Small,Data Engineer,65000.0
12504,25-29,Woman,Poland,Master’s degree,5-10 years,1,Under 1 year,Academics/Education,Large,No team,Data Scientist,2500.0
12513,25-29,Man,UK,Master’s degree,1-3 years,1,No experience,Academics/Education,Medium,Small,Other,27500.0
12516,18-21,Man,Russia,Bachelor’s degree,3-5 years,2,Under 1 year,Other,Large,Small,Data Scientist,1500.0
12518,22-24,Woman,Belarus,Master’s degree,1-3 years,2,2-3 years,Manufacturing/Fabrication,Medium,Small,Data Analyst,27500.0
12524,22-24,Man,Poland,Bachelor’s degree,3-5 years,3,1-2 years,Broadcasting/Communications,Large,Small,Data Engineer,45000.0
12536,22-24,Man,France,Master’s degree,3-5 years,1,2-3 years,Computers/Technology,Small,Small,Data Scientist,1500.0
12538,45-49,Man,Germany,Bachelor’s degree,< 1 years,2,No experience,Computers/Technology,Small,Small,Data Scientist,75000.0
12543,25-29,Woman,Italy,Master’s degree,3-5 years,2,2-3 years,Computers/Technology,Small,Small,Data Scientist,22500.0
12550,35-39,Man,Netherlands,Bachelor’s degree,5-10 years,4,Under 1 year,Accounting/Finance,Medium,No team,Data Engineer,500.0
12555,40-44,Man,Italy,Master’s degree,5-10 years,3,1-2 years,Hospitality/Entertainment/Sports,Medium,Small,Data Analyst,22500.0
12560,50-54,Man,UK,Master’s degree,10-20 years,4,5-10 years,Computers/Technology,Medium,Small,Data Scientist,137500.0
12562,50-54,Woman,UK,Doctoral degree,20+ years,2,20 or more years,Academics/Education,Large,Medium,Data Scientist,112500.0
12563,30-34,Man,France,Doctoral degree,5-10 years,1,5-10 years,Computers/Technology,Small,Small,Data Scientist,55000.0
12567,25-29,Man,Germany,Some college,3-5 years,3,1-2 years,Computers/Technology,Small,No team,Data Analyst,35000.0
12568,45-49,Man,Spain,Master’s degree,3-5 years,2,3-4 years,Accounting/Finance,Small,Small,Data Analyst,35000.0
12572,50-54,Man,Netherlands,Master’s degree,20+ years,2,No experience,Academics/Education,Large,Small,Other,75000.0
12574,25-29,Man,France,Master’s degree,10-20 years,1,Under 1 year,Energy/Mining,Large,No team,Other,65000.0
12576,30-34,Man,Russia,Master’s degree,5-10 years,2,5-10 years,Computers/Technology,Large,Large,Data Scientist,35000.0
12578,55-59,Man,UK,Master’s degree,3-5 years,3,1-2 years,Other,Small,Small,Other,35000.0
12581,50-54,Man,Spain,Doctoral degree,20+ years,1,2-3 years,Academics/Education,Large,Small,Data Scientist,35000.0
12582,35-39,Man,Ukraine,High school,1-3 years,1,1-2 years,Online Service/Internet-based Services,Medium,Small,Data Engineer,8750.0
12585,25-29,Man,Switzerland,Master’s degree,1-3 years,1,Under 1 year,Academics/Education,Large,Large,Data Scientist,3500.0
12586,30-34,Man,Greece,Master’s degree,5-10 years,2,3-4 years,Other,Medium,Small,Data Scientist,35000.0
12588,35-39,Man,Italy,Doctoral degree,10-20 years,1,2-3 years,Other,Small,Small,Data Engineer,55000.0
12593,25-29,Man,Poland,Master’s degree,< 1 years,2,Under 1 year,Retail/Sales,Large,Medium,Data Analyst,17500.0
12600,50-54,Woman,Germany,Professional doctorate,10-20 years,1,No experience,Government/Public Service,Large,Medium,Data Analyst,3500.0
12601,35-39,Man,Russia,Master’s degree,< 1 years,1,Under 1 year,Computers/Technology,Large,Small,Other,12500.0
12602,30-34,Man,France,Doctoral degree,5-10 years,3,5-10 years,Academics/Education,Large,Large,Data Scientist,35000.0
12604,30-34,Woman,Belarus,Some college,< 1 years,1,Under 1 year,Computers/Technology,Large,Small,Other,500.0
12610,40-44,Other,Spain,Master’s degree,10-20 years,2,10-20 years,Academics/Education,Medium,Medium,Data Scientist,55000.0
12611,40-44,Man,Spain,Master’s degree,20+ years,4,No experience,Academics/Education,Large,No team,Data Engineer,27500.0
12615,30-34,Man,France,Master’s degree,5-10 years,2,2-3 years,Online Service/Internet-based Services,Small,Small,Data Scientist,65000.0
12616,30-34,Man,Russia,Master’s degree,3-5 years,2,Under 1 year,Energy/Mining,Large,Small,Data Analyst,12500.0
12620,25-29,Man,Russia,Master’s degree,1-3 years,3,Under 1 year,Shipping/Transportation,Large,No team,Data Scientist,12500.0
12623,35-39,Man,Poland,Master’s degree,10-20 years,3,10-20 years,Computers/Technology,Large,Large,Data Scientist,112500.0
12625,35-39,Woman,Portugal,Doctoral degree,10-20 years,2,2-3 years,Other,Large,Small,Data Analyst,27500.0
12632,25-29,Man,Russia,Doctoral degree,10-20 years,3,5-10 years,Online Service/Internet-based Services,Large,Small,Data Engineer,55000.0
12633,35-39,Man,Ukraine,Master’s degree,5-10 years,3,1-2 years,Academics/Education,Small,Small,Data Scientist,12500.0
12634,40-44,Woman,Germany,Master’s degree,10-20 years,4,4-5 years,Computers/Technology,Small,No team,Data Engineer,112500.0
12638,45-49,Man,Italy,Master’s degree,5-10 years,1,1-2 years,Energy/Mining,Large,Large,Other,500.0
12650,40-44,Man,Ukraine,Master’s degree,20+ years,4,5-10 years,Online Business/Internet-based Sales,Small,Small,Data Engineer,75000.0
12661,30-34,Man,Netherlands,Doctoral degree,1-3 years,1,1-2 years,Academics/Education,Large,Small,Data Scientist,65000.0
12667,22-24,Man,Russia,Master’s degree,1-3 years,3,Under 1 year,Accounting/Finance,Large,Small,Data Analyst,500.0
12672,35-39,Other,UK,Doctoral degree,5-10 years,4,Under 1 year,Medical/Pharmaceutical,Small,Small,Data Scientist,500.0
12673,30-34,Man,Romania,Master’s degree,1-3 years,1,1-2 years,Medical/Pharmaceutical,Large,Medium,Data Engineer,22500.0
12674,25-29,Man,Sweden,Master’s degree,3-5 years,1,2-3 years,Computers/Technology,Large,Small,Data Engineer,39176.71626648631
12675,25-29,Man,France,Master’s degree,3-5 years,4,3-4 years,Other,Large,Large,Data Scientist,65000.0
12678,25-29,Man,France,Master’s degree,3-5 years,3,2-3 years,Marketing/CRM,Large,Small,Data Scientist,55000.0
12679,25-29,Man,Greece,Bachelor’s degree,5-10 years,2,Under 1 year,Marketing/CRM,Medium,Small,Data Analyst,500.0
12683,30-34,Man,Italy,Master’s degree,3-5 years,2,4-5 years,Computers/Technology,Small,Small,Other,75000.0
12687,45-49,Man,Spain,Bachelor’s degree,10-20 years,2,No experience,Shipping/Transportation,Large,Large,Data Scientist,39176.71626648631
12689,50-54,Man,Poland,Professional doctorate,10-20 years,2,1-2 years,Academics/Education,Large,Small,Data Scientist,500.0
12690,25-29,Man,Spain,Master’s degree,< 1 years,3,Under 1 year,Insurance/Risk Assessment,Small,No team,Other,22500.0
12697,45-49,Man,Poland,Master’s degree,20+ years,3,No experience,Retail/Sales,Large,Large,Data Engineer,39176.71626648631
12698,35-39,Man,UK,Some college,10-20 years,1,No experience,Insurance/Risk Assessment,Large,Large,Data Analyst,35000.0
12703,40-44,Man,Ukraine,Master’s degree,3-5 years,3,Under 1 year,Accounting/Finance,Small,No team,Data Engineer,12500.0
12724,40-44,Man,France,Master’s degree,1-3 years,1,No experience,Broadcasting/Communications,Large,Medium,Data Analyst,45000.0
12746,55-59,Man,Belgium,Master’s degree,20+ years,1,4-5 years,Accounting/Finance,Large,Large,Other,75000.0
12747,50-54,Man,Spain,Master’s degree,20+ years,4,5-10 years,Military/Security/Defense,Medium,No team,Other,55000.0
12754,25-29,Man,Italy,Master’s degree,1-3 years,1,Under 1 year,Manufacturing/Fabrication,Medium,No team,Other,35000.0
12755,50-54,Man,Spain,Doctoral degree,20+ years,3,10-20 years,Academics/Education,Large,No team,Data Engineer,35000.0
12757,25-29,Man,UK,Some college,5-10 years,3,3-4 years,Computers/Technology,Large,Large,Data Engineer,85000.0
12760,50-54,Man,UK,Master’s degree,10-20 years,4,Under 1 year,Retail/Sales,Medium,No team,Data Engineer,65000.0
12766,25-29,Man,Russia,Master’s degree,5-10 years,1,No experience,Academics/Education,Small,No team,Data Engineer,39176.71626648631
12769,45-49,Man,Russia,I prefer not to answer,< 1 years,1,No experience,Retail/Sales,Large,Small,Data Engineer,6250.0
12771,40-44,Man,Germany,Doctoral degree,10-20 years,2,Under 1 year,Manufacturing/Fabrication,Large,Small,Data Analyst,95000.0
12781,25-29,Man,Italy,Doctoral degree,3-5 years,3,Under 1 year,Academics/Education,Small,Small,Data Scientist,17500.0
12786,25-29,Man,Switzerland,Master’s degree,1-3 years,2,1-2 years,Manufacturing/Fabrication,Large,Small,Data Analyst,85000.0
12787,35-39,Man,Germany,Doctoral degree,10-20 years,2,5-10 years,Academics/Education,Large,Small,Data Scientist,85000.0
12790,18-21,Woman,Russia,Bachelor’s degree,1-3 years,2,1-2 years,Online Service/Internet-based Services,Small,Small,Data Engineer,2500.0
12796,35-39,Man,Germany,Doctoral degree,1-3 years,1,Under 1 year,Other,Small,No team,Data Analyst,12500.0
12803,22-24,Woman,Russia,Bachelor’s degree,1-3 years,2,Under 1 year,Academics/Education,Small,Small,Data Analyst,39176.71626648631
12807,40-44,Man,Switzerland,Professional doctorate,10-20 years,2,4-5 years,Insurance/Risk Assessment,Large,Large,Data Scientist,137500.0
12809,25-29,Man,Spain,Doctoral degree,5-10 years,4,No experience,Academics/Education,Large,Small,Data Scientist,17500.0
12813,40-44,Woman,Italy,Doctoral degree,5-10 years,2,Under 1 year,Computers/Technology,Large,Small,Data Engineer,45000.0
12814,25-29,Man,Ireland,Master’s degree,3-5 years,2,3-4 years,Retail/Sales,Large,Small,Other,45000.0
12837,25-29,Man,Italy,Master’s degree,3-5 years,1,Under 1 year,Marketing/CRM,Large,No team,Data Analyst,45000.0
12838,50-54,Man,Portugal,Master’s degree,20+ years,2,1-2 years,Academics/Education,Large,Small,Data Engineer,35000.0
12845,25-29,Woman,Portugal,Master’s degree,3-5 years,3,3-4 years,Online Business/Internet-based Sales,Small,Small,Data Scientist,45000.0
12846,35-39,Man,Spain,Bachelor’s degree,< 1 years,3,Under 1 year,Manufacturing/Fabrication,Small,No team,Data Scientist,2500.0
12849,18-21,Man,Ukraine,I prefer not to answer,1-3 years,1,Under 1 year,Computers/Technology,Small,Small,Data Analyst,39176.71626648631
12857,45-49,Man,Poland,Doctoral degree,10-20 years,1,4-5 years,Academics/Education,Large,Medium,Data Scientist,2500.0
12858,45-49,Man,Italy,Doctoral degree,20+ years,3,1-2 years,Computers/Technology,Small,No team,Data Engineer,39176.71626648631
12860,25-29,Woman,Poland,I prefer not to answer,1-3 years,1,No experience,Computers/Technology,Small,Small,Data Engineer,39176.71626648631
12869,25-29,Man,Germany,Bachelor’s degree,3-5 years,2,Under 1 year,Computers/Technology,Large,No team,Data Engineer,55000.0
12877,35-39,Woman,Russia,Doctoral degree,< 1 years,1,No experience,Academics/Education,Large,Medium,Data Analyst,12500.0
12880,55-59,Woman,Netherlands,Master’s degree,1-3 years,2,1-2 years,Academics/Education,Large,Medium,Other,65000.0
12883,35-39,Man,Netherlands,Doctoral degree,1-3 years,4,2-3 years,Academics/Education,Large,Large,Data Scientist,500.0
12888,35-39,Man,France,Master’s degree,3-5 years,2,Under 1 year,Academics/Education,Small,No team,Data Analyst,3500.0
12890,40-44,Woman,Ireland,Master’s degree,5-10 years,2,No experience,Computers/Technology,Large,Small,Other,45000.0
12891,25-29,Man,Russia,Master’s degree,5-10 years,1,No experience,Computers/Technology,Large,Large,Data Engineer,12500.0
12894,45-49,Man,UK,Master’s degree,20+ years,2,No experience,Broadcasting/Communications,Large,Small,Data Analyst,65000.0
12897,50-54,Man,France,Master’s degree,20+ years,4,5-10 years,Other,Large,Large,Data Engineer,65000.0
12906,35-39,Man,France,Master’s degree,10-20 years,1,No experience,Accounting/Finance,Large,Large,Data Analyst,137500.0
12911,25-29,Woman,Spain,Bachelor’s degree,< 1 years,3,No experience,Accounting/Finance,Medium,Small,Data Analyst,1500.0
12914,25-29,Man,Germany,Master’s degree,1-3 years,2,1-2 years,Broadcasting/Communications,Large,Small,Other,1500.0
12917,30-34,Man,UK,Master’s degree,3-5 years,2,1-2 years,Academics/Education,Large,Small,Data Scientist,500.0
12927,40-44,Man,Germany,Doctoral degree,10-20 years,3,10-20 years,Academics/Education,Large,Small,Other,112500.0
12941,25-29,Man,Russia,Bachelor’s degree,3-5 years,1,No experience,Marketing/CRM,Large,Large,Data Analyst,22500.0
12942,22-24,Woman,Ukraine,Master’s degree,3-5 years,3,1-2 years,Broadcasting/Communications,Small,Small,Data Analyst,12500.0
12946,25-29,Man,Germany,Master’s degree,5-10 years,1,3-4 years,Academics/Education,Medium,Medium,Data Scientist,55000.0
12957,25-29,Man,Spain,Master’s degree,1-3 years,3,1-2 years,Academics/Education,Large,Large,Data Scientist,500.0
12962,50-54,Man,Sweden,Some college,< 1 years,2,No experience,Computers/Technology,Large,Large,Other,65000.0
12973,35-39,Man,Spain,Bachelor’s degree,1-3 years,2,Under 1 year,Hospitality/Entertainment/Sports,Large,Small,Other,22500.0
12974,55-59,Man,UK,Bachelor’s degree,20+ years,1,Under 1 year,Energy/Mining,Small,Small,Other,39176.71626648631
12979,35-39,Woman,Russia,Bachelor’s degree,< 1 years,1,No experience,Accounting/Finance,Large,Large,Data Analyst,1500.0
12982,25-29,Man,Germany,Master’s degree,5-10 years,3,2-3 years,Academics/Education,Medium,Small,Data Scientist,65000.0
12987,30-34,Woman,UK,Bachelor’s degree,1-3 years,1,Under 1 year,Government/Public Service,Large,Medium,Other,35000.0
13012,25-29,Woman,Portugal,Doctoral degree,5-10 years,3,4-5 years,Academics/Education,Large,Small,Data Scientist,500.0
13016,40-44,Man,Portugal,Bachelor’s degree,10-20 years,1,Under 1 year,Online Service/Internet-based Services,Medium,Small,Data Analyst,17500.0
13021,18-21,Man,Italy,Bachelor’s degree,1-3 years,1,Under 1 year,Other,Small,Small,Data Scientist,65000.0
13026,45-49,Man,Spain,Master’s degree,20+ years,4,Under 1 year,Accounting/Finance,Large,Large,Data Engineer,39176.71626648631
13027,30-34,Man,Romania,High school,3-5 years,3,4-5 years,Accounting/Finance,Medium,Small,Data Scientist,35000.0
13028,35-39,Man,France,Master’s degree,10-20 years,1,10-20 years,Energy/Mining,Large,Large,Data Scientist,75000.0
13032,55-59,Man,France,Doctoral degree,10-20 years,2,1-2 years,Other,Small,Small,Data Scientist,6250.0
13033,35-39,Man,Germany,Master’s degree,10-20 years,2,2-3 years,Energy/Mining,Large,Small,Data Analyst,95000.0
13037,35-39,Woman,Romania,Master’s degree,10-20 years,3,4-5 years,Energy/Mining,Large,Small,Data Scientist,22500.0
13043,40-44,Man,France,Doctoral degree,5-10 years,2,4-5 years,Computers/Technology,Large,Large,Data Scientist,45000.0
13046,50-54,Man,Spain,Master’s degree,5-10 years,2,4-5 years,Accounting/Finance,Large,Large,Data Scientist,112500.0
13060,25-29,Man,Poland,Master’s degree,5-10 years,2,3-4 years,Other,Large,Small,Data Engineer,35000.0
