,age,gender,country,education,role,experience_prog,programming_lang_c,experience_ml,industry,company_size,team_size,salary,country_group,company_size_g,team_size_g,role_group,salary_avg,salary_group
19140,22-24,Man,China,Master’s degree,Data Engineer,< 1 years,1,No experience,Academics/Education,0-49 employees,3-4,1000-1999,Other,Small,Small,Data Engineer,1500.0,less than 10k
19141,25-29,Man,Romania,Master’s degree,Data Scientist,3-5 years,3,2-3 years,Accounting/Finance,"1000-9,999 employees",20+,1000-1999,Europe,Large,Large,Data Scientist,1500.0,less than 10k
19142,25-29,Woman,Italy,Master’s degree,Data Scientist,5-10 years,2,5-10 years,Manufacturing/Fabrication,0-49 employees,10-14,30000-39999,Europe,Small,Medium,Data Scientist,35000.0,between 30k and 50k
19147,25-29,Man,Taiwan,Master’s degree,Software Engineer,1-3 years,2,1-2 years,Online Service/Internet-based Services,0-49 employees,1-2,40000-49999,Other,Small,Small,Data Engineer,45000.0,between 30k and 50k
19148,25-29,Man,Other,Bachelor’s degree,Machine Learning Engineer,1-3 years,1,1-2 years,Other,0-49 employees,1-2,0-999,Other,Small,Small,Data Engineer,500.0,less than 10k
19149,25-29,Man,Other,Master’s degree,Data Scientist,1-3 years,1,1-2 years,Accounting/Finance,"1000-9,999 employees",5-9,50000-59999,Other,Large,Small,Data Scientist,55000.0,between 50k and 80k
19151,22-24,Man,Spain,Master’s degree,Data Scientist,3-5 years,4,1-2 years,Online Business/Internet-based Sales,0-49 employees,1-2,30000-39999,Europe,Small,Small,Data Scientist,35000.0,between 30k and 50k
19152,30-34,Man,Brazil,Doctoral degree,Software Engineer,10-20 years,3,5-10 years,Computers/Technology,250-999 employees,15-19,30000-39999,Other,Large,Medium,Data Engineer,35000.0,between 30k and 50k
19153,30-34,Man,UK,Some college,Data Scientist,5-10 years,4,5-10 years,Broadcasting/Communications,50-249 employees,1-2,90000-99999,Europe,Medium,Small,Data Scientist,95000.0,between 80k and 125k
19155,30-34,Man,Japan,Master’s degree,Program/Project Manager,5-10 years,1,2-3 years,Manufacturing/Fabrication,"10,000 or more employees",20+,0-999,Other,Large,Large,Data Analyst,500.0,less than 10k
19158,22-24,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,2,Under 1 year,Accounting/Finance,0-49 employees,1-2,0-999,Other,Small,Small,Data Scientist,500.0,less than 10k
19160,45-49,Man,Other,Master’s degree,Software Engineer,20+ years,6,5-10 years,Marketing/CRM,0-49 employees,1-2,40000-49999,Other,Small,Small,Data Engineer,45000.0,between 30k and 50k
19161,25-29,Man,India,Master’s degree,Program/Project Manager,1-3 years,3,Under 1 year,Computers/Technology,"10,000 or more employees",20+,20000-24999,India,Large,Large,Data Analyst,22500.0,between 10k and 30k
19162,35-39,Woman,Russia,Doctoral degree,Research Scientist,3-5 years,2,4-5 years,Academics/Education,250-999 employees,20+,10000-14999,Europe,Large,Large,Data Scientist,12500.0,between 10k and 30k
19163,22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years,4,No experience,Computers/Technology,"10,000 or more employees",20+,10000-14999,India,Large,Large,Data Engineer,12500.0,between 10k and 30k
19165,25-29,Man,India,Bachelor’s degree,Business Analyst,1-3 years,2,1-2 years,Computers/Technology,250-999 employees,3-4,30000-39999,India,Large,Small,Data Analyst,35000.0,between 30k and 50k
19166,22-24,Woman,India,I prefer not to answer,Data Analyst,< 1 years,3,Under 1 year,Academics/Education,0-49 employees,0,0-999,India,Small,No team,Data Analyst,500.0,less than 10k
19167,35-39,Man,Turkey,Bachelor’s degree,Data Analyst,< 1 years,3,No experience,Other,0-49 employees,0,50000-59999,Other,Small,No team,Data Analyst,55000.0,between 50k and 80k
19168,25-29,Man,India,Bachelor’s degree,Data Engineer,3-5 years,1,2-3 years,Computers/Technology,250-999 employees,20+,10000-14999,India,Large,Large,Data Engineer,12500.0,between 10k and 30k
19172,35-39,Man,Canada,Master’s degree,Data Scientist,10-20 years,3,10-20 years,Medical/Pharmaceutical,"10,000 or more employees",3-4,100000-124999,Other,Large,Small,Data Scientist,112500.0,between 80k and 125k
19174,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,3,Under 1 year,Computers/Technology,0-49 employees,1-2,0-999,India,Small,Small,Data Engineer,500.0,less than 10k
19175,30-34,Man,Germany,Master’s degree,Software Engineer,3-5 years,4,2-3 years,Broadcasting/Communications,0-49 employees,3-4,60000-69999,Europe,Small,Small,Data Engineer,65000.0,between 50k and 80k
19177,30-34,Woman,South Korea,Bachelor’s degree,Software Engineer,5-10 years,1,1-2 years,Computers/Technology,250-999 employees,1-2,60000-69999,Other,Large,Small,Data Engineer,65000.0,between 50k and 80k
19178,40-44,Man,Ukraine,Doctoral degree,Other,< 1 years,1,1-2 years,Non-profit/Service,0-49 employees,0,10000-14999,Europe,Small,No team,Other,12500.0,between 10k and 30k
19179,35-39,Man,Mexico,Master’s degree,Other,< 1 years,1,Under 1 year,Accounting/Finance,0-49 employees,3-4,0-999,Other,Small,Small,Other,500.0,less than 10k
19181,35-39,Man,USA,Master’s degree,Data Scientist,5-10 years,2,1-2 years,Insurance/Risk Assessment,"1000-9,999 employees",20+,90000-99999,USA,Large,Large,Data Scientist,95000.0,between 80k and 125k
19184,35-39,Woman,Japan,I prefer not to answer,Research Scientist,< 1 years,1,Under 1 year,Manufacturing/Fabrication,250-999 employees,3-4,70000-79999,Other,Large,Small,Data Scientist,75000.0,between 50k and 80k
19185,18-21,Man,Russia,Some college,Data Scientist,1-3 years,2,1-2 years,Academics/Education,0-49 employees,3-4,nan,Europe,Small,Small,Data Scientist,39176.716266486306,more than 125k
19188,45-49,Man,India,Master’s degree,Program/Project Manager,20+ years,6,1-2 years,Medical/Pharmaceutical,"10,000 or more employees",20+,90000-99999,India,Large,Large,Data Analyst,95000.0,between 80k and 125k
19190,35-39,Man,Bangladesh,Master’s degree,Software Engineer,10-20 years,5,No experience,Manufacturing/Fabrication,"1000-9,999 employees",3-4,20000-24999,Other,Large,Small,Data Engineer,22500.0,between 10k and 30k
19192,22-24,Man,Spain,Bachelor’s degree,Software Engineer,3-5 years,5,1-2 years,Hospitality/Entertainment/Sports,50-249 employees,0,20000-24999,Europe,Medium,No team,Data Engineer,22500.0,between 10k and 30k
19193,25-29,Man,Other,Master’s degree,Research Scientist,1-3 years,1,1-2 years,Other,250-999 employees,1-2,0-999,Other,Large,Small,Data Scientist,500.0,less than 10k
19194,25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 years,2,Under 1 year,Broadcasting/Communications,"10,000 or more employees",10-14,7500-9999,India,Large,Medium,Data Analyst,8750.0,less than 10k
19195,25-29,Woman,Iran,Master’s degree,Data Scientist,3-5 years,1,3-4 years,Computers/Technology,"1000-9,999 employees",20+,2000-2999,Other,Large,Large,Data Scientist,2500.0,less than 10k
19196,50-54,Man,USA,Bachelor’s degree,Software Engineer,5-10 years,3,Under 1 year,Computers/Technology,0-49 employees,1-2,70000-79999,USA,Small,Small,Data Engineer,75000.0,between 50k and 80k
19197,50-54,Man,Japan,Master’s degree,Product Manager,10-20 years,2,3-4 years,Manufacturing/Fabrication,"1000-9,999 employees",20+,10000-14999,Other,Large,Large,Data Analyst,12500.0,between 10k and 30k
19198,30-34,Man,Spain,Master’s degree,Machine Learning Engineer,1-3 years,2,Under 1 year,Computers/Technology,0-49 employees,1-2,150000-199999,Europe,Small,Small,Data Engineer,175000.0,more than 125k
19199,18-21,Man,India,Bachelor’s degree,Software Engineer,< 1 years,4,Under 1 year,Online Service/Internet-based Services,"10,000 or more employees",20+,7500-9999,India,Large,Large,Data Engineer,8750.0,less than 10k
19202,35-39,Man,Ukraine,Bachelor’s degree,Software Engineer,5-10 years,3,2-3 years,Accounting/Finance,"1000-9,999 employees",0,40000-49999,Europe,Large,No team,Data Engineer,45000.0,between 30k and 50k
19203,40-44,Man,Brazil,Bachelor’s degree,Data Engineer,5-10 years,4,Under 1 year,Computers/Technology,"1000-9,999 employees",0,15000-19999,Other,Large,No team,Data Engineer,17500.0,between 10k and 30k
19207,25-29,Man,Other,Bachelor’s degree,Data Scientist,3-5 years,3,Under 1 year,Academics/Education,250-999 employees,3-4,1000-1999,Other,Large,Small,Data Scientist,1500.0,less than 10k
19211,30-34,Man,India,Master’s degree,Data Scientist,5-10 years,3,4-5 years,Retail/Sales,"10,000 or more employees",20+,40000-49999,India,Large,Large,Data Scientist,45000.0,between 30k and 50k
19212,40-44,Woman,Russia,Bachelor’s degree,Software Engineer,5-10 years,3,Under 1 year,Academics/Education,50-249 employees,1-2,20000-24999,Europe,Medium,Small,Data Engineer,22500.0,between 10k and 30k
19214,30-34,Man,Japan,Master’s degree,Research Scientist,< 1 years,1,Under 1 year,Energy/Mining,250-999 employees,5-9,60000-69999,Other,Large,Small,Data Scientist,65000.0,between 50k and 80k
19215,22-24,Man,Egypt,Bachelor’s degree,Data Engineer,< 1 years,2,Under 1 year,Computers/Technology,0-49 employees,1-2,5000-7499,Other,Small,Small,Data Engineer,6250.0,less than 10k
19216,25-29,Man,Kenya,Master’s degree,Other,1-3 years,3,Under 1 year,Retail/Sales,250-999 employees,15-19,0-999,Other,Large,Medium,Other,500.0,less than 10k
19217,30-34,Man,Australia,Some college,DBA/Database Engineer,1-3 years,2,1-2 years,Online Service/Internet-based Services,"10,000 or more employees",20+,150000-199999,Other,Large,Large,Data Engineer,175000.0,more than 125k
19220,55-59,Man,South Korea,Doctoral degree,Program/Project Manager,1-3 years,1,No experience,Manufacturing/Fabrication,"10,000 or more employees",20+,100000-124999,Other,Large,Large,Data Analyst,112500.0,between 80k and 125k
19222,25-29,Man,India,Bachelor’s degree,Other,< 1 years,2,No experience,Computers/Technology,"10,000 or more employees",20+,5000-7499,India,Large,Large,Other,6250.0,less than 10k
19224,22-24,Man,Algeria,Doctoral degree,Machine Learning Engineer,3-5 years,4,2-3 years,Computers/Technology,250-999 employees,3-4,2000-2999,Other,Large,Small,Data Engineer,2500.0,less than 10k
19225,25-29,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,3-5 years,5,Under 1 year,Academics/Education,"1000-9,999 employees",20+,0-999,Other,Large,Large,Data Engineer,500.0,less than 10k
19226,25-29,Man,USA,Master’s degree,Research Scientist,1-3 years,2,No experience,Government/Public Service,250-999 employees,15-19,90000-99999,USA,Large,Medium,Data Scientist,95000.0,between 80k and 125k
19228,22-24,Man,India,Master’s degree,Data Analyst,1-3 years,2,No experience,Non-profit/Service,50-249 employees,3-4,7500-9999,India,Medium,Small,Data Analyst,8750.0,less than 10k
19229,50-54,Man,Brazil,Master’s degree,DBA/Database Engineer,20+ years,3,2-3 years,Government/Public Service,"1000-9,999 employees",5-9,30000-39999,Other,Large,Small,Data Engineer,35000.0,between 30k and 50k
19230,25-29,Man,Argentina,Master’s degree,Software Engineer,3-5 years,3,1-2 years,Computers/Technology,"10,000 or more employees",20+,0-999,Other,Large,Large,Data Engineer,500.0,less than 10k
19231,30-34,Woman,Spain,Doctoral degree,Research Scientist,3-5 years,3,Under 1 year,Academics/Education,250-999 employees,3-4,30000-39999,Europe,Large,Small,Data Scientist,35000.0,between 30k and 50k
19232,35-39,Man,UK,Doctoral degree,Research Scientist,20+ years,4,5-10 years,Academics/Education,250-999 employees,5-9,60000-69999,Europe,Large,Small,Data Scientist,65000.0,between 50k and 80k
19233,35-39,Man,Germany,Master’s degree,Software Engineer,5-10 years,2,Under 1 year,Government/Public Service,"1000-9,999 employees",10-14,80000-89999,Europe,Large,Medium,Data Engineer,85000.0,between 80k and 125k
19234,30-34,Man,Denmark,Master’s degree,Data Scientist,1-3 years,1,Under 1 year,Academics/Education,0-49 employees,1-2,25000-29999,Europe,Small,Small,Data Scientist,27500.0,between 10k and 30k
19235,45-49,Man,Other,Master’s degree,Other,10-20 years,2,No experience,Academics/Education,250-999 employees,0,0-999,Other,Large,No team,Other,500.0,less than 10k
19236,40-44,Man,India,Bachelor’s degree,Software Engineer,10-20 years,1,No experience,Manufacturing/Fabrication,"10,000 or more employees",20+,10000-14999,India,Large,Large,Data Engineer,12500.0,between 10k and 30k
19237,30-34,Man,Other,Master’s degree,Business Analyst,< 1 years,2,No experience,Other,"1000-9,999 employees",20+,0-999,Other,Large,Large,Data Analyst,500.0,less than 10k
19238,25-29,Woman,Nigeria,Bachelor’s degree,Data Engineer,1-3 years,2,1-2 years,Computers/Technology,50-249 employees,3-4,2000-2999,Other,Medium,Small,Data Engineer,2500.0,less than 10k
19239,35-39,Man,India,Master’s degree,Program/Project Manager,10-20 years,6,5-10 years,Other,"1000-9,999 employees",5-9,50000-59999,India,Large,Small,Data Analyst,55000.0,between 50k and 80k
19240,22-24,Man,Spain,High school,Data Scientist,1-3 years,3,1-2 years,Online Business/Internet-based Sales,0-49 employees,1-2,25000-29999,Europe,Small,Small,Data Scientist,27500.0,between 10k and 30k
19241,30-34,Man,Germany,Master’s degree,Data Scientist,3-5 years,2,2-3 years,Insurance/Risk Assessment,50-249 employees,3-4,70000-79999,Europe,Medium,Small,Data Scientist,75000.0,between 50k and 80k
19242,22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 years,2,1-2 years,Computers/Technology,"10,000 or more employees",3-4,0-999,India,Large,Small,Data Engineer,500.0,less than 10k
19243,55-59,Man,USA,Master’s degree,Software Engineer,20+ years,4,5-10 years,Shipping/Transportation,50-249 employees,5-9,150000-199999,USA,Medium,Small,Data Engineer,175000.0,more than 125k
19244,22-24,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,1-3 years,1,Under 1 year,Academics/Education,0-49 employees,1-2,0-999,Other,Small,Small,Data Engineer,500.0,less than 10k
19245,35-39,Man,USA,Bachelor’s degree,Product Manager,1-3 years,2,Under 1 year,Energy/Mining,50-249 employees,1-2,100000-124999,USA,Medium,Small,Data Analyst,112500.0,between 80k and 125k
19246,45-49,Man,USA,Some college,Software Engineer,20+ years,1,No experience,Computers/Technology,0-49 employees,0,125000-149999,USA,Small,No team,Data Engineer,137500.0,more than 125k
19248,25-29,Woman,Russia,Bachelor’s degree,Software Engineer,3-5 years,1,Under 1 year,Accounting/Finance,"10,000 or more employees",20+,25000-29999,Europe,Large,Large,Data Engineer,27500.0,between 10k and 30k
19249,25-29,Man,India,Doctoral degree,Research Scientist,5-10 years,2,5-10 years,Academics/Education,250-999 employees,1-2,0-999,India,Large,Small,Data Scientist,500.0,less than 10k
19250,50-54,Man,South Africa,Master’s degree,Software Engineer,10-20 years,1,Under 1 year,Online Service/Internet-based Services,0-49 employees,1-2,0-999,Other,Small,Small,Data Engineer,500.0,less than 10k
19253,25-29,Man,India,Master’s degree,Other,< 1 years,3,No experience,Academics/Education,"1000-9,999 employees",5-9,5000-7499,India,Large,Small,Other,6250.0,less than 10k
19256,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,2,1-2 years,Computers/Technology,"10,000 or more employees",0,7500-9999,India,Large,No team,Data Engineer,8750.0,less than 10k
19260,30-34,Man,China,Doctoral degree,Research Scientist,5-10 years,3,4-5 years,Academics/Education,"1000-9,999 employees",3-4,20000-24999,Other,Large,Small,Data Scientist,22500.0,between 10k and 30k
19263,40-44,Woman,Singapore,Doctoral degree,Research Scientist,10-20 years,1,2-3 years,Computers/Technology,0-49 employees,1-2,60000-69999,Other,Small,Small,Data Scientist,65000.0,between 50k and 80k
19265,45-49,Man,Taiwan,Master’s degree,Data Analyst,20+ years,4,4-5 years,Accounting/Finance,50-249 employees,1-2,40000-49999,Other,Medium,Small,Data Analyst,45000.0,between 30k and 50k
19268,55-59,Man,Spain,Bachelor’s degree,Software Engineer,3-5 years,2,No experience,Computers/Technology,"10,000 or more employees",0,40000-49999,Europe,Large,No team,Data Engineer,45000.0,between 30k and 50k
19270,35-39,Woman,Portugal,Doctoral degree,Program/Project Manager,1-3 years,2,Under 1 year,Manufacturing/Fabrication,50-249 employees,0,40000-49999,Europe,Medium,No team,Data Analyst,45000.0,between 30k and 50k
19272,35-39,Man,USA,Bachelor’s degree,Data Scientist,1-3 years,2,Under 1 year,Online Service/Internet-based Services,0-49 employees,1-2,0-999,USA,Small,Small,Data Scientist,500.0,less than 10k
19273,25-29,Man,Spain,Doctoral degree,Data Scientist,5-10 years,2,4-5 years,Broadcasting/Communications,"1000-9,999 employees",3-4,30000-39999,Europe,Large,Small,Data Scientist,35000.0,between 30k and 50k
19274,35-39,Man,USA,Master’s degree,Product Manager,10-20 years,5,2-3 years,Computers/Technology,"10,000 or more employees",3-4,150000-199999,USA,Large,Small,Data Analyst,175000.0,more than 125k
19277,18-21,Man,Russia,Bachelor’s degree,Machine Learning Engineer,1-3 years,1,Under 1 year,Computers/Technology,0-49 employees,0,0-999,Europe,Small,No team,Data Engineer,500.0,less than 10k
19278,18-21,Man,India,Some college,Software Engineer,1-3 years,1,No experience,Accounting/Finance,50-249 employees,1-2,1000-1999,India,Medium,Small,Data Engineer,1500.0,less than 10k
19280,35-39,Man,Malaysia,Doctoral degree,Data Scientist,3-5 years,2,3-4 years,Medical/Pharmaceutical,0-49 employees,1-2,0-999,Other,Small,Small,Data Scientist,500.0,less than 10k
19281,25-29,Man,Other,Bachelor’s degree,Other,< 1 years,4,Under 1 year,Academics/Education,"1000-9,999 employees",1-2,0-999,Other,Large,Small,Other,500.0,less than 10k
19283,35-39,Man,USA,Master’s degree,Other,3-5 years,4,Under 1 year,Insurance/Risk Assessment,50-249 employees,3-4,50000-59999,USA,Medium,Small,Other,55000.0,between 50k and 80k
