,age,gender,country,education,role,experience_prog,programming_lang_c,experience_ml,industry,company_size,team_size,salary,country_group,company_size_g,team_size_g,salary_avg,salary_group,role_group
23647,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years,8,2-3 years,Medical/Pharmaceutical,250-999 employees,1-2,5000-7499,India,Large,Small,6250.0,less than 10k,Data Scientist
23649,22-24,Man,Nigeria,Master’s degree,Data Engineer,1-3 years,1,1-2 years,Academics/Education,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Engineer
23650,55-59,Man,Romania,Bachelor’s degree,Data Engineer,20+ years,2,No experience,Computers/Technology,"1000-9,999 employees",20+,20000-24999,Europe,Large,Large,22500.0,between 10k and 30k,Data Engineer
23651,35-39,Man,USA,Professional doctorate,Data Engineer,10-20 years,2,4-5 years,Military/Security/Defense,"1000-9,999 employees",20+,100000-124999,USA,Large,Large,112500.0,between 80k and 125k,Data Engineer
23654,30-34,Woman,India,Master’s degree,Data Scientist,< 1 years,1,Under 1 year,Computers/Technology,50-249 employees,20+,0-999,India,Medium,Large,500.0,less than 10k,Data Scientist
23656,25-29,Man,Taiwan,Bachelor’s degree,Software Engineer,< 1 years,4,Under 1 year,Other,50-249 employees,5-9,1000-1999,Other,Medium,Small,1500.0,less than 10k,Data Engineer
23657,45-49,Woman,India,Master’s degree,Program/Project Manager,10-20 years,3,Under 1 year,Retail/Sales,"1000-9,999 employees",20+,0-999,India,Large,Large,500.0,less than 10k,Data Analyst
23658,25-29,Man,USA,Master’s degree,Data Scientist,1-3 years,2,1-2 years,Computers/Technology,"10,000 or more employees",3-4,80000-89999,USA,Large,Small,85000.0,between 80k and 125k,Data Scientist
23659,50-54,Man,USA,Master’s degree,Other,1-3 years,2,No experience,Energy/Mining,"10,000 or more employees",20+,125000-149999,USA,Large,Large,137500.0,more than 125k,Other
23666,55-59,Other,Spain,Doctoral degree,Product Manager,1-3 years,4,2-3 years,Manufacturing/Fabrication,"1000-9,999 employees",1-2,70000-79999,Europe,Large,Small,75000.0,between 50k and 80k,Data Analyst
23667,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,1,2-3 years,Manufacturing/Fabrication,"10,000 or more employees",3-4,0-999,India,Large,Small,500.0,less than 10k,Data Engineer
23668,45-49,Man,India,Doctoral degree,Other,20+ years,5,10-20 years,Other,"1000-9,999 employees",15-19,25000-29999,India,Large,Medium,27500.0,between 10k and 30k,Other
23670,22-24,Man,Czech Republic,Master’s degree,Software Engineer,3-5 years,6,1-2 years,Computers/Technology,0-49 employees,10-14,30000-39999,Europe,Small,Medium,35000.0,between 30k and 50k,Data Engineer
23671,40-44,Man,Turkey,Bachelor’s degree,Program/Project Manager,1-3 years,1,2-3 years,Manufacturing/Fabrication,"10,000 or more employees",15-19,25000-29999,Other,Large,Medium,27500.0,between 10k and 30k,Data Analyst
23672,30-34,Man,India,Bachelor’s degree,Data Engineer,1-3 years,2,Under 1 year,Insurance/Risk Assessment,"10,000 or more employees",20+,1000-1999,India,Large,Large,1500.0,less than 10k,Data Engineer
23677,45-49,Man,Turkey,Doctoral degree,Other,1-3 years,1,1-2 years,Manufacturing/Fabrication,"1000-9,999 employees",3-4,40000-49999,Other,Large,Small,45000.0,between 30k and 50k,Other
23678,35-39,Man,Other,Bachelor’s degree,Software Engineer,10-20 years,1,No experience,Computers/Technology,"1000-9,999 employees",10-14,40000-49999,Other,Large,Medium,45000.0,between 30k and 50k,Data Engineer
23680,35-39,Man,India,Master’s degree,Data Scientist,5-10 years,3,2-3 years,Accounting/Finance,"10,000 or more employees",20+,40000-49999,India,Large,Large,45000.0,between 30k and 50k,Data Scientist
23681,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,4,Under 1 year,Online Service/Internet-based Services,"10,000 or more employees",0,4000-4999,India,Large,No team,4500.0,less than 10k,Data Engineer
23682,35-39,Woman,India,Doctoral degree,Other,5-10 years,2,4-5 years,Academics/Education,250-999 employees,3-4,0-999,India,Large,Small,500.0,less than 10k,Other
23684,35-39,Man,India,Master’s degree,Other,10-20 years,4,1-2 years,Academics/Education,50-249 employees,1-2,7500-9999,India,Medium,Small,8750.0,less than 10k,Other
23686,30-34,Woman,Austria,Master’s degree,Data Scientist,5-10 years,3,4-5 years,Academics/Education,50-249 employees,20+,50000-59999,Europe,Medium,Large,55000.0,between 50k and 80k,Data Scientist
23687,30-34,Man,India,Bachelor’s degree,Software Engineer,1-3 years,1,1-2 years,Computers/Technology,"10,000 or more employees",1-2,5000-7499,India,Large,Small,6250.0,less than 10k,Data Engineer
23690,22-24,Man,India,Master’s degree,Machine Learning Engineer,1-3 years,2,Under 1 year,Other,0-49 employees,0,0-999,India,Small,No team,500.0,less than 10k,Data Engineer
23692,50-54,Man,Italy,Master’s degree,Other,3-5 years,1,Under 1 year,Government/Public Service,"1000-9,999 employees",20+,60000-69999,Europe,Large,Large,65000.0,between 50k and 80k,Other
23693,22-24,Man,Pakistan,Bachelor’s degree,Data Scientist,< 1 years,1,Under 1 year,Retail/Sales,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Scientist
23695,55-59,Man,Netherlands,Master’s degree,Program/Project Manager,1-3 years,3,Under 1 year,Government/Public Service,"1000-9,999 employees",20+,70000-79999,Europe,Large,Large,75000.0,between 50k and 80k,Data Analyst
23696,40-44,Man,India,Master’s degree,Data Scientist,10-20 years,1,4-5 years,Computers/Technology,"10,000 or more employees",20+,50000-59999,India,Large,Large,55000.0,between 50k and 80k,Data Scientist
23702,70,Man,Other,Doctoral degree,Research Scientist,20+ years,1,No experience,Academics/Education,250-999 employees,15-19,70000-79999,Other,Large,Medium,75000.0,between 50k and 80k,Data Scientist
23704,35-39,Man,USA,Master’s degree,Data Scientist,20+ years,2,10-20 years,Other,"1000-9,999 employees",1-2,80000-89999,USA,Large,Small,85000.0,between 80k and 125k,Data Scientist
23705,30-34,Man,Other,I prefer not to answer,Program/Project Manager,5-10 years,3,1-2 years,Computers/Technology,"10,000 or more employees",10-14,3000-3999,Other,Large,Medium,3500.0,less than 10k,Data Analyst
23707,50-54,Man,Italy,Master’s degree,Program/Project Manager,20+ years,6,1-2 years,Computers/Technology,"1000-9,999 employees",20+,50000-59999,Europe,Large,Large,55000.0,between 50k and 80k,Data Analyst
23708,45-49,Man,Greece,Doctoral degree,Data Scientist,5-10 years,2,5-10 years,Energy/Mining,"10,000 or more employees",20+,25000-29999,Europe,Large,Large,27500.0,between 10k and 30k,Data Scientist
23709,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,1,Under 1 year,Broadcasting/Communications,50-249 employees,10-14,2000-2999,India,Medium,Medium,2500.0,less than 10k,Data Scientist
23712,25-29,Man,India,Master’s degree,Other,5-10 years,7,3-4 years,Online Service/Internet-based Services,250-999 employees,20+,4000-4999,India,Large,Large,4500.0,less than 10k,Other
23716,25-29,Man,Portugal,Master’s degree,Business Analyst,1-3 years,2,Under 1 year,Academics/Education,0-49 employees,5-9,1000-1999,Europe,Small,Small,1500.0,less than 10k,Data Analyst
23719,18-21,Man,Kenya,Bachelor’s degree,Software Engineer,1-3 years,3,Under 1 year,Other,0-49 employees,0,4000-4999,Other,Small,No team,4500.0,less than 10k,Data Engineer
23722,40-44,Man,India,Master’s degree,Other,1-3 years,6,1-2 years,Academics/Education,50-249 employees,1-2,15000-19999,India,Medium,Small,17500.0,between 10k and 30k,Other
23723,35-39,Man,China,Master’s degree,Developer Relations/Advocacy,10-20 years,4,2-3 years,Computers/Technology,50-249 employees,5-9,1000-1999,Other,Medium,Small,1500.0,less than 10k,Data Engineer
23728,25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,< 1 years,1,No experience,Other,0-49 employees,0,0-999,Other,Small,No team,500.0,less than 10k,Data Scientist
23729,18-21,Woman,Other,Some college,Data Scientist,< 1 years,2,No experience,Academics/Education,0-49 employees,0,0-999,Other,Small,No team,500.0,less than 10k,Data Scientist
23730,30-34,Man,Taiwan,Master’s degree,Data Scientist,5-10 years,2,2-3 years,Energy/Mining,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Scientist
23731,25-29,Man,India,Master’s degree,Data Engineer,3-5 years,4,2-3 years,Computers/Technology,250-999 employees,10-14,10000-14999,India,Large,Medium,12500.0,between 10k and 30k,Data Engineer
23733,18-21,Man,India,Master’s degree,Data Scientist,1-3 years,4,Under 1 year,Academics/Education,0-49 employees,5-9,0-999,India,Small,Small,500.0,less than 10k,Data Scientist
23734,30-34,Man,UK,Bachelor’s degree,Other,1-3 years,2,Under 1 year,Manufacturing/Fabrication,250-999 employees,3-4,40000-49999,Europe,Large,Small,45000.0,between 30k and 50k,Other
23735,22-24,Man,India,Master’s degree,Data Analyst,< 1 years,2,Under 1 year,Online Business/Internet-based Sales,"10,000 or more employees",20+,0-999,India,Large,Large,500.0,less than 10k,Data Analyst
23736,30-34,Man,Other,Master’s degree,Research Scientist,1-3 years,1,Under 1 year,Government/Public Service,50-249 employees,1-2,1000-1999,Other,Medium,Small,1500.0,less than 10k,Data Scientist
23737,22-24,Man,USA,Bachelor’s degree,Data Analyst,3-5 years,2,1-2 years,Academics/Education,50-249 employees,3-4,1000-1999,USA,Medium,Small,1500.0,less than 10k,Data Analyst
23742,40-44,Man,Brazil,Master’s degree,Data Scientist,20+ years,3,5-10 years,Government/Public Service,"1000-9,999 employees",15-19,50000-59999,Other,Large,Medium,55000.0,between 50k and 80k,Data Scientist
23745,30-34,Man,Canada,Master’s degree,Product Manager,3-5 years,1,Under 1 year,Energy/Mining,50-249 employees,1-2,125000-149999,Other,Medium,Small,137500.0,more than 125k,Data Analyst
23749,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,1,1-2 years,Academics/Education,0-49 employees,10-14,0-999,India,Small,Medium,500.0,less than 10k,Data Engineer
23750,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,3,Under 1 year,Other,0-49 employees,0,0-999,India,Small,No team,500.0,less than 10k,Data Engineer
23751,30-34,Man,India,Master’s degree,Data Analyst,1-3 years,3,Under 1 year,Computers/Technology,250-999 employees,5-9,5000-7499,India,Large,Small,6250.0,less than 10k,Data Analyst
23752,30-34,Woman,Russia,Master’s degree,Statistician,1-3 years,2,1-2 years,Academics/Education,50-249 employees,1-2,7500-9999,Europe,Medium,Small,8750.0,less than 10k,Data Scientist
23753,60-69,Man,Australia,Doctoral degree,Other,20+ years,1,5-10 years,Academics/Education,"1000-9,999 employees",20+,100000-124999,Other,Large,Large,112500.0,between 80k and 125k,Other
23754,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,5-10 years,2,3-4 years,Computers/Technology,"10,000 or more employees",5-9,30000-39999,India,Large,Small,35000.0,between 30k and 50k,Data Engineer
23755,55-59,Man,China,Doctoral degree,Research Scientist,20+ years,2,10-20 years,Academics/Education,"1000-9,999 employees",10-14,7500-9999,Other,Large,Medium,8750.0,less than 10k,Data Scientist
23756,25-29,Man,Germany,Master’s degree,Machine Learning Engineer,1-3 years,3,1-2 years,Academics/Education,0-49 employees,10-14,60000-69999,Europe,Small,Medium,65000.0,between 50k and 80k,Data Engineer
23757,35-39,Man,UK,Bachelor’s degree,Data Analyst,< 1 years,1,Under 1 year,Medical/Pharmaceutical,"10,000 or more employees",10-14,40000-49999,Europe,Large,Medium,45000.0,between 30k and 50k,Data Analyst
23759,35-39,Man,Germany,Professional doctorate,Data Scientist,5-10 years,1,5-10 years,Medical/Pharmaceutical,0-49 employees,1-2,70000-79999,Europe,Small,Small,75000.0,between 50k and 80k,Data Scientist
23761,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,< 1 years,2,No experience,Manufacturing/Fabrication,250-999 employees,3-4,4000-4999,Other,Large,Small,4500.0,less than 10k,Data Analyst
23764,40-44,Man,USA,Master’s degree,Other,1-3 years,1,No experience,Military/Security/Defense,0-49 employees,0,150000-199999,USA,Small,No team,175000.0,more than 125k,Other
23766,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,2,1-2 years,Accounting/Finance,"10,000 or more employees",20+,300000-499999,India,Large,Large,400000.0,more than 125k,Data Engineer
23767,40-44,Man,Other,Bachelor’s degree,Software Engineer,10-20 years,3,No experience,Government/Public Service,"10,000 or more employees",0,40000-49999,Other,Large,No team,45000.0,between 30k and 50k,Data Engineer
23768,30-34,Man,Other,Master’s degree,Research Scientist,1-3 years,1,Under 1 year,Computers/Technology,250-999 employees,20+,0-999,Other,Large,Large,500.0,less than 10k,Data Scientist
23773,25-29,Man,South Africa,Bachelor’s degree,Data Scientist,3-5 years,4,2-3 years,Insurance/Risk Assessment,"1000-9,999 employees",10-14,30000-39999,Other,Large,Medium,35000.0,between 30k and 50k,Data Scientist
23774,22-24,Man,Pakistan,Bachelor’s degree,Other,1-3 years,1,No experience,Online Service/Internet-based Services,"1000-9,999 employees",0,0-999,Other,Large,No team,500.0,less than 10k,Other
23775,22-24,Man,USA,Master’s degree,Data Analyst,1-3 years,3,1-2 years,Academics/Education,0-49 employees,0,7500-9999,USA,Small,No team,8750.0,less than 10k,Data Analyst
23776,50-54,Man,India,Doctoral degree,Business Analyst,< 1 years,1,4-5 years,Academics/Education,50-249 employees,0,50000-59999,India,Medium,No team,55000.0,between 50k and 80k,Data Analyst
23779,45-49,Man,Taiwan,Doctoral degree,Other,< 1 years,2,Under 1 year,Non-profit/Service,50-249 employees,1-2,25000-29999,Other,Medium,Small,27500.0,between 10k and 30k,Other
23781,18-21,Man,Indonesia,Bachelor’s degree,Data Engineer,1-3 years,3,No experience,Academics/Education,50-249 employees,1-2,2000-2999,Other,Medium,Small,2500.0,less than 10k,Data Engineer
23782,50-54,Man,India,Doctoral degree,Other,3-5 years,7,5-10 years,Academics/Education,250-999 employees,20+,3000-3999,India,Large,Large,3500.0,less than 10k,Other
23783,50-54,Man,USA,Master’s degree,Data Scientist,10-20 years,1,5-10 years,Energy/Mining,0-49 employees,1-2,150000-199999,USA,Small,Small,175000.0,more than 125k,Data Scientist
23784,30-34,Man,Japan,Master’s degree,Other,3-5 years,3,Under 1 year,Medical/Pharmaceutical,0-49 employees,0,30000-39999,Other,Small,No team,35000.0,between 30k and 50k,Other
23785,22-24,Man,South Africa,High school,Machine Learning Engineer,3-5 years,1,3-4 years,Computers/Technology,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Engineer
23786,30-34,Man,India,Master’s degree,Other,< 1 years,3,Under 1 year,Other,0-49 employees,0,20000-24999,India,Small,No team,22500.0,between 10k and 30k,Other
23788,25-29,Woman,Spain,Doctoral degree,Data Scientist,5-10 years,2,1-2 years,Academics/Education,0-49 employees,5-9,0-999,Europe,Small,Small,500.0,less than 10k,Data Scientist
23789,30-34,Woman,China,Doctoral degree,Research Scientist,5-10 years,2,3-4 years,Academics/Education,0-49 employees,15-19,0-999,Other,Small,Medium,500.0,less than 10k,Data Scientist
23790,22-24,Man,Brazil,Some college,Data Scientist,1-3 years,2,Under 1 year,Academics/Education,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Scientist
23791,22-24,Man,Brazil,Some college,Data Analyst,1-3 years,3,Under 1 year,Shipping/Transportation,"1000-9,999 employees",3-4,5000-7499,Other,Large,Small,6250.0,less than 10k,Data Analyst
23792,55-59,Man,Other,Master’s degree,Software Engineer,10-20 years,3,Under 1 year,Broadcasting/Communications,250-999 employees,0,15000-19999,Other,Large,No team,17500.0,between 10k and 30k,Data Engineer
23797,22-24,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,1-3 years,1,Under 1 year,Medical/Pharmaceutical,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Engineer
23798,35-39,Man,Argentina,Some college,Data Scientist,1-3 years,2,1-2 years,Online Business/Internet-based Sales,0-49 employees,1-2,15000-19999,Other,Small,Small,17500.0,between 10k and 30k,Data Scientist
23799,35-39,Man,USA,Master’s degree,Data Scientist,3-5 years,5,4-5 years,Marketing/CRM,50-249 employees,5-9,150000-199999,USA,Medium,Small,175000.0,more than 125k,Data Scientist
23802,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years,2,Under 1 year,Academics/Education,50-249 employees,5-9,10000-14999,India,Medium,Small,12500.0,between 10k and 30k,Data Analyst
23803,35-39,Man,Malaysia,Doctoral degree,Data Scientist,5-10 years,3,3-4 years,Government/Public Service,"1000-9,999 employees",20+,10000-14999,Other,Large,Large,12500.0,between 10k and 30k,Data Scientist
23804,25-29,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,1-3 years,3,1-2 years,Computers/Technology,250-999 employees,3-4,0-999,Other,Large,Small,500.0,less than 10k,Data Engineer
23805,22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 years,2,Under 1 year,Computers/Technology,0-49 employees,3-4,3000-3999,India,Small,Small,3500.0,less than 10k,Data Analyst
23807,35-39,Man,Iran,Master’s degree,Software Engineer,10-20 years,3,1-2 years,Academics/Education,0-49 employees,0,0-999,Other,Small,No team,500.0,less than 10k,Data Engineer
23808,55-59,Man,USA,Master’s degree,Program/Project Manager,20+ years,4,Under 1 year,Manufacturing/Fabrication,0-49 employees,0,10000-14999,USA,Small,No team,12500.0,between 10k and 30k,Data Analyst
23809,25-29,Woman,France,Master’s degree,Software Engineer,3-5 years,4,Under 1 year,Computers/Technology,50-249 employees,3-4,0-999,Europe,Medium,Small,500.0,less than 10k,Data Engineer
23810,25-29,Man,South Korea,Bachelor’s degree,Data Scientist,3-5 years,2,1-2 years,Online Service/Internet-based Services,"1000-9,999 employees",20+,30000-39999,Other,Large,Large,35000.0,between 30k and 50k,Data Scientist
